id,2010_gdp,2011_gdp,2012_gdp,2013_gdp,2014_gdp,2015_gdp,Aggravated_assault_2011,Aggravated_assault_2014,Aggravated_assault_2015,Aggravated_assault_2010,Aggravated_assault_2012,Aggravated_assault_2013,Arson_2010,Arson_2011,Arson_2012,Arson_2013,Arson_2014,Arson_2015,Burglary_2010,Burglary_2011,Burglary_2012,Burglary_2013,Burglary_2014,Burglary_2015,City,Forcible_rape_2011,Larceny_Theft_2010,Larceny_Theft_2012,Larceny_Theft_2013,Larceny_Theft_2014,Larceny_Theft_2011,Larceny_Theft_2015,Motor_vehicle_theft_2011,Motor_vehicle_theft_2014,Motor_vehicle_theft_2015,Motor_vehicle_theft_2010,Motor_vehicle_theft_2012,Motor_vehicle_theft_2013,Murder_Manslaughter_2010,Murder_Manslaughter_2012,Murder_Manslaughter_2013,Murder_Manslaughter_2014,Murder_Manslaughter_2015,Murder_Manslaughter_2011,Population_2010,Population_2011,Population_2012,Population_2013,Population_2014,Population_2015,Property_crime_2011,Property_crime_2014,Property_crime_2015,Property_crime_2010,Property_crime_2012,Property_crime_2013,Rape_legacy_2014,Rape_legacy_2015,Rape_2010,Rape_2012,Rape_2013,Rape_2014,Rape_2015,Rape_legacy_2013,Robbery_2010,Robbery_2011,Robbery_2012,Robbery_2013,Robbery_2014,Robbery_2015,State,Violent_crime_2011,Violent_crime_2014,Violent_crime_2015,Violent_crime_2010,Violent_crime_2012,Violent_crime_2013
185,62142.00,63469.00,66761.00,67774.00,69175.00,71278.00,6738.00,7473.00,7653.00,6637.00,7572.00,7200.00,328.00,319.00,407.00,366.00,350.00,302.00,13094.00,13254.00,12575.00,11825.00,11451.00,10272.00,Memphis,398.00,25114.00,25959.00,25295.00,24791.00,25667.00,24049.00,3434.00,2975.00,2726.00,3930.00,2969.00,2684.00,89.00,133.00,124.00,140.00,135.00,117.00,673650.00,652725.00,657436.00,657691.00,654922.00,657936.00,42355.00,39217.00,37047.00,42138.00,41503.00,39804.00,,,422.00,420.00,437.00,501.00,530.00,,3236.00,3083.00,3382.00,3133.00,3285.00,3131.00,Tennessee,10336.00,11399.00,11449.00,10384.00,11507.00,10894.00
186,3294.00,3328.00,3544.00,3618.00,3764.00,3830.00,146.00,158.00,189.00,183.00,145.00,124.00,7.00,4.00,4.00,5.00,6.00,5.00,178.00,200.00,191.00,134.00,167.00,203.00,Morristown,13.00,1838.00,1522.00,1375.00,1237.00,1667.00,1244.00,97.00,63.00,95.00,83.00,85.00,74.00,1.00,0.00,2.00,0.00,0.00,1.00,28147.00,29400.00,29617.00,29300.00,29401.00,29377.00,1964.00,1467.00,1542.00,2099.00,1798.00,1583.00,,,16.00,13.00,11.00,10.00,13.00,,43.00,35.00,45.00,25.00,23.00,15.00,Tennessee,195.00,191.00,217.00,243.00,203.00,162.00
187,5513.00,5781.00,6289.00,6588.00,6875.00,6499.00,270.00,343.00,394.00,394.00,304.00,314.00,26.00,31.00,18.00,16.00,28.00,28.00,1340.00,1119.00,1037.00,1055.00,1095.00,1168.00,Abilene,33.00,3375.00,3185.00,3460.00,3887.00,3093.00,3798.00,172.00,362.00,388.00,182.00,171.00,254.00,4.00,3.00,1.00,7.00,7.00,5.00,116938.00,119526.00,119886.00,119401.00,120686.00,121764.00,4384.00,5344.00,5354.00,4897.00,4393.00,4769.00,,,68.00,38.00,,93.00,84.00,37.00,112.00,120.00,127.00,125.00,128.00,128.00,Texas,428.00,571.00,613.00,578.00,472.00,477.00
188,10335.00,10554.00,11054.00,11476.00,12030.00,12031.00,874.00,826.00,833.00,845.00,880.00,821.00,55.00,75.00,54.00,50.00,36.00,26.00,2590.00,2016.00,2087.00,1816.00,1834.00,1815.00,Amarillo,104.00,7827.00,6184.00,5643.00,6659.00,6756.00,6671.00,616.00,850.00,783.00,647.00,629.00,695.00,10.00,10.00,9.00,7.00,7.00,10.00,190393.00,194708.00,196576.00,196577.00,197724.00,198770.00,9388.00,9343.00,9269.00,11064.00,8900.00,8154.00,,,91.00,110.00,214.00,228.00,166.00,,238.00,235.00,278.00,242.00,283.00,272.00,Texas,1223.00,1344.00,1278.00,1184.00,1278.00,1286.00
189,19285.00,20689.00,21716.00,23912.00,24381.00,22907.00,1411.00,1410.00,1399.00,1472.00,1482.00,1384.00,105.00,68.00,39.00,46.00,50.00,59.00,2626.00,2668.00,2452.00,2595.00,2316.00,2188.00,Corpus Christi,194.00,12027.00,11166.00,11519.00,11233.00,11762.00,8539.00,467.00,561.00,513.00,448.00,443.00,487.00,16.00,16.00,18.00,27.00,17.00,12.00,287559.00,311637.00,312565.00,314523.00,319211.00,324326.00,14897.00,14110.00,11240.00,15101.00,14061.00,14601.00,,,191.00,184.00,,280.00,282.00,147.00,389.00,370.00,375.00,390.00,377.00,394.00,Texas,1987.00,2094.00,2092.00,2068.00,2057.00,1939.00
190,25140.00,25852.00,26808.00,26868.00,27567.00,28912.00,2161.00,1900.00,1766.00,2198.00,2181.00,1879.00,101.00,120.00,94.00,73.00,48.00,57.00,1953.00,1859.00,1826.00,1771.00,1579.00,1419.00,El Paso,217.00,13899.00,13425.00,12993.00,12170.00,12997.00,10916.00,1456.00,821.00,798.00,1552.00,1160.00,794.00,5.00,23.00,10.00,21.00,17.00,16.00,624322.00,662780.00,675536.00,679700.00,680273.00,686077.00,16312.00,14570.00,13133.00,17404.00,16411.00,15558.00,,,179.00,184.00,,335.00,322.00,176.00,479.00,464.00,471.00,457.00,415.00,410.00,Texas,2858.00,2671.00,2515.00,2861.00,2859.00,2522.00
191,6214.00,6661.00,7082.00,7255.00,7573.00,7564.00,818.00,667.00,669.00,846.00,764.00,742.00,72.00,95.00,86.00,82.00,75.00,88.00,1821.00,1790.00,1718.00,1425.00,1267.00,1040.00,Laredo,76.00,8740.00,8586.00,8685.00,8144.00,8143.00,7288.00,486.00,276.00,311.00,903.00,381.00,372.00,9.00,8.00,3.00,14.00,8.00,11.00,230674.00,241059.00,245558.00,247353.00,250994.00,256280.00,10419.00,9687.00,8639.00,11464.00,10685.00,10482.00,,,78.00,81.00,,99.00,133.00,75.00,209.00,215.00,183.00,207.00,196.00,162.00,Texas,1120.00,976.00,972.00,1142.00,1036.00,1027.00
192,10472.00,10530.00,11138.00,11570.00,12067.00,11070.00,278.00,182.00,236.00,396.00,297.00,255.00,30.00,28.00,5.00,11.00,2.00,1.00,857.00,819.00,950.00,630.00,610.00,787.00,Longview,20.00,3073.00,2946.00,2542.00,2160.00,2705.00,2995.00,278.00,172.00,281.00,360.00,316.00,200.00,10.00,7.00,5.00,2.00,15.00,4.00,78319.00,82148.00,82554.00,81273.00,81659.00,81842.00,3802.00,2942.00,4063.00,4290.00,4212.00,3372.00,,,41.00,28.00,39.00,23.00,42.00,,134.00,110.00,131.00,152.00,65.00,129.00,Texas,412.00,272.00,422.00,581.00,463.00,451.00
193,10542.00,10456.00,11192.00,12000.00,12325.00,12830.00,1409.00,1611.00,1746.00,1572.00,1522.00,1348.00,54.00,56.00,46.00,37.00,46.00,33.00,3083.00,3410.00,3099.00,2608.00,2288.00,2629.00,Lubbock,70.00,8802.00,8429.00,8103.00,7563.00,7975.00,8800.00,693.00,766.00,949.00,506.00,745.00,846.00,10.00,11.00,5.00,12.00,16.00,8.00,227867.00,234404.00,237241.00,237875.00,241826.00,247271.00,12078.00,10617.00,12378.00,12391.00,12273.00,11557.00,,,91.00,104.00,,128.00,187.00,88.00,328.00,313.00,325.00,388.00,333.00,442.00,Texas,1800.00,2084.00,2391.00,2001.00,1962.00,1829.00
194,15395.00,19476.00,22939.00,25377.00,28688.00,21472.00,251.00,299.00,305.00,296.00,321.00,260.00,13.00,5.00,6.00,1.00,5.00,6.00,893.00,715.00,559.00,568.00,597.00,656.00,Midland,21.00,2558.00,2313.00,2459.00,2475.00,2435.00,2544.00,137.00,194.00,181.00,148.00,136.00,164.00,2.00,4.00,5.00,7.00,7.00,4.00,109791.00,113486.00,115637.00,122259.00,127344.00,132625.00,3287.00,3266.00,3381.00,3599.00,3008.00,3191.00,,,44.00,21.00,,36.00,46.00,22.00,65.00,58.00,52.00,63.00,65.00,61.00,Texas,334.00,407.00,419.00,407.00,398.00,350.00
195,6084.00,7458.00,8812.00,9547.00,10468.00,9254.00,632.00,844.00,985.00,591.00,914.00,879.00,16.00,24.00,23.00,13.00,24.00,31.00,824.00,617.00,770.00,764.00,735.00,862.00,Odessa,37.00,2508.00,2565.00,3147.00,3004.00,2336.00,3192.00,181.00,478.00,487.00,191.00,382.00,463.00,3.00,5.00,2.00,11.00,10.00,6.00,101580.00,102043.00,103635.00,108265.00,113619.00,118606.00,3134.00,4217.00,4541.00,3523.00,3717.00,4374.00,,,36.00,43.00,,65.00,72.00,56.00,96.00,73.00,141.00,143.00,148.00,161.00,Texas,748.00,1068.00,1228.00,726.00,1103.00,1080.00
196,3915.00,4192.00,4399.00,4773.00,5048.00,4876.00,176.00,238.00,265.00,177.00,,185.00,16.00,15.00,,12.00,12.00,19.00,1035.00,801.00,,682.00,808.00,737.00,San Angelo,32.00,2976.00,,2725.00,2738.00,2685.00,3101.00,138.00,240.00,251.00,158.00,,185.00,1.00,,2.00,3.00,3.00,0.00,92234.00,95161.00,,96661.00,98477.00,100356.00,3624.00,3786.00,4089.00,4169.00,,3592.00,,,48.00,,54.00,46.00,56.00,,50.00,42.00,,22.00,38.00,30.00,Texas,250.00,325.00,354.00,276.00,,263.00
197,4911.00,4972.00,5051.00,4875.00,5042.00,5181.00,363.00,219.00,210.00,400.00,300.00,235.00,21.00,28.00,10.00,27.00,13.00,16.00,647.00,746.00,616.00,470.00,512.00,320.00,Texarkana,25.00,1592.00,1761.00,1725.00,1699.00,1590.00,1464.00,141.00,182.00,120.00,111.00,129.00,105.00,3.00,5.00,2.00,1.00,3.00,3.00,37220.00,37177.00,37048.00,37467.00,37687.00,37415.00,2477.00,2393.00,1904.00,2350.00,2506.00,2300.00,,,26.00,16.00,,41.00,20.00,21.00,98.00,77.00,71.00,71.00,64.00,51.00,Texas,468.00,325.00,284.00,527.00,392.00,329.00
198,9206.00,9929.00,10335.00,10869.00,11400.00,10557.00,375.00,,270.00,495.00,396.00,275.00,12.00,6.00,7.00,10.00,,1.00,1040.00,834.00,1025.00,825.00,,673.00,Tyler,46.00,3828.00,3350.00,3111.00,,3423.00,3210.00,184.00,,203.00,223.00,131.00,180.00,6.00,3.00,5.00,,5.00,3.00,100125.00,98939.00,100040.00,100033.00,,102481.00,4441.00,,4086.00,5091.00,4506.00,4116.00,,,44.00,45.00,43.00,,54.00,,99.00,79.00,92.00,53.00,,66.00,Texas,503.00,,395.00,644.00,536.00,376.00
199,4112.00,4458.00,5002.00,5342.00,5639.00,5218.00,282.00,231.00,234.00,269.00,322.00,284.00,21.00,18.00,15.00,15.00,13.00,5.00,788.00,857.00,594.00,507.00,437.00,440.00,Victoria,38.00,2426.00,1887.00,1908.00,1774.00,2299.00,1711.00,93.00,70.00,101.00,106.00,103.00,64.00,7.00,5.00,1.00,2.00,3.00,2.00,63215.00,63909.00,64076.00,64979.00,65726.00,66988.00,3249.00,2281.00,2252.00,3320.00,2584.00,2479.00,,,37.00,31.00,53.00,67.00,47.00,,75.00,70.00,47.00,58.00,38.00,50.00,Texas,392.00,338.00,334.00,388.00,405.00,396.00
200,9095.00,9131.00,9675.00,10050.00,10499.00,11007.00,440.00,331.00,453.00,587.00,384.00,311.00,26.00,35.00,53.00,42.00,32.00,55.00,1856.00,1670.00,1550.00,1508.00,1373.00,1143.00,Waco,70.00,4373.00,4139.00,3751.00,3434.00,4593.00,3614.00,159.00,202.00,156.00,210.00,155.00,163.00,5.00,6.00,4.00,6.00,22.00,11.00,127039.00,127431.00,128595.00,127570.00,129944.00,131413.00,6422.00,5009.00,4913.00,6439.00,5844.00,5422.00,,,51.00,63.00,,101.00,78.00,58.00,195.00,245.00,182.00,142.00,138.00,142.00,Texas,766.00,576.00,695.00,838.00,635.00,515.00
201,5857.00,6417.00,6666.00,6763.00,6984.00,6305.00,281.00,207.00,211.00,279.00,284.00,241.00,29.00,25.00,6.00,0.00,0.00,1.00,1317.00,1241.00,1259.00,995.00,939.00,899.00,Wichita Falls,30.00,3710.00,3532.00,3277.00,3082.00,3398.00,2751.00,237.00,237.00,171.00,287.00,230.00,286.00,7.00,5.00,7.00,2.00,1.00,1.00,100716.00,106753.00,105488.00,104514.00,104949.00,105186.00,4876.00,4258.00,3821.00,5314.00,5021.00,4558.00,,,44.00,36.00,,87.00,85.00,29.00,133.00,147.00,150.00,124.00,130.00,109.00,Texas,459.00,426.00,406.00,463.00,475.00,401.00
202,3701.00,3991.00,3991.00,4093.00,4326.00,4528.00,22.00,,20.00,15.00,28.00,15.00,0.00,1.00,3.00,3.00,,6.00,111.00,49.00,206.00,138.00,,154.00,Logan,2.00,486.00,805.00,700.00,,314.00,721.00,13.00,,24.00,19.00,36.00,22.00,0.00,0.00,0.00,,0.00,0.00,48819.00,49104.00,49672.00,49049.00,,49145.00,376.00,,899.00,616.00,1047.00,860.00,,,5.00,1.00,20.00,,29.00,,2.00,2.00,3.00,0.00,,1.00,Utah,26.00,,50.00,22.00,32.00,35.00
203,63831.00,67215.00,69662.00,72596.00,75331.00,78950.00,748.00,771.00,874.00,776.00,854.00,842.00,52.00,36.00,39.00,34.00,100.00,36.00,2177.00,1658.00,1824.00,2068.00,1726.00,2036.00,Salt Lake City,119.00,10173.00,10827.00,9517.00,12717.00,9654.00,13679.00,1486.00,1785.00,2199.00,1489.00,1706.00,1876.00,8.00,8.00,7.00,7.00,8.00,6.00,177873.00,190038.00,192465.00,190246.00,192368.00,191992.00,12798.00,16228.00,17914.00,13839.00,14357.00,13461.00,,,146.00,122.00,204.00,219.00,291.00,,359.00,340.00,316.00,422.00,450.00,469.00,Utah,1213.00,1447.00,1642.00,1289.00,1300.00,1475.00
204,3519.00,3713.00,3903.00,4164.00,4400.00,4658.00,,65.00,79.00,46.00,105.00,82.00,5.00,,5.00,3.00,5.00,2.00,315.00,,307.00,475.00,310.00,326.00,St. George,,1224.00,1167.00,1184.00,1086.00,,962.00,,110.00,110.00,77.00,87.00,69.00,0.00,0.00,1.00,0.00,0.00,,73086.00,,75780.00,76427.00,77838.00,79984.00,,1506.00,1398.00,1616.00,1561.00,1728.00,,,12.00,27.00,39.00,28.00,25.00,,10.00,,23.00,11.00,19.00,12.00,Utah,,112.00,116.00,68.00,155.00,133.00
205,10067.00,10538.00,11049.00,11341.00,11937.00,12197.00,96.00,131.00,107.00,112.00,129.00,127.00,5.00,5.00,9.00,5.00,1.00,4.00,163.00,114.00,162.00,200.00,173.00,187.00,Charlottesville,27.00,1443.00,1246.00,1218.00,1100.00,1252.00,918.00,101.00,83.00,52.00,87.00,94.00,53.00,3.00,2.00,1.00,5.00,2.00,1.00,42590.00,43994.00,43991.00,44187.00,44574.00,45997.00,1467.00,1356.00,1157.00,1693.00,1502.00,1471.00,,,29.00,17.00,20.00,16.00,18.00,,51.00,59.00,50.00,63.00,39.00,48.00,Virginia,183.00,191.00,175.00,195.00,198.00,211.00
206,6872.00,6932.00,7183.00,7243.00,7440.00,7398.00,66.00,71.00,81.00,66.00,70.00,71.00,11.00,7.00,6.00,1.00,3.00,3.00,135.00,158.00,152.00,206.00,228.00,157.00,Harrisonburg,13.00,901.00,888.00,1126.00,894.00,866.00,1048.00,36.00,28.00,33.00,36.00,27.00,35.00,1.00,1.00,1.00,0.00,1.00,1.00,45804.00,49498.00,50524.00,51767.00,52026.00,53226.00,1060.00,1150.00,1238.00,1072.00,1067.00,1367.00,,,11.00,14.00,18.00,21.00,25.00,,13.00,19.00,25.00,16.00,11.00,12.00,Virginia,99.00,103.00,119.00,91.00,110.00,106.00
207,8626.00,8570.00,8693.00,8817.00,9086.00,9300.00,181.00,276.00,186.00,218.00,184.00,220.00,16.00,9.00,13.00,6.00,7.00,13.00,433.00,515.00,365.00,349.00,403.00,232.00,Lynchburg,22.00,2067.00,1659.00,1538.00,1483.00,1855.00,1400.00,99.00,106.00,77.00,94.00,69.00,87.00,4.00,3.00,1.00,5.00,2.00,3.00,75137.00,76471.00,77347.00,77757.00,78639.00,79675.00,2469.00,1992.00,1709.00,2594.00,2093.00,1974.00,,,26.00,34.00,36.00,30.00,35.00,,75.00,72.00,46.00,73.00,56.00,47.00,Virginia,278.00,367.00,270.00,323.00,267.00,330.00
208,62654.00,63505.00,65773.00,67661.00,69609.00,74109.00,672.00,605.00,547.00,690.00,635.00,623.00,43.00,58.00,50.00,50.00,44.00,53.00,1783.00,1886.00,2030.00,1817.00,1685.00,1605.00,Richmond,44.00,5918.00,6138.00,5949.00,5969.00,5833.00,6171.00,928.00,734.00,872.00,866.00,935.00,938.00,41.00,42.00,37.00,41.00,43.00,36.00,205883.00,206654.00,207799.00,212830.00,216747.00,220802.00,8647.00,8388.00,8648.00,8567.00,9103.00,8704.00,,,40.00,38.00,43.00,39.00,60.00,,735.00,676.00,633.00,624.00,569.00,489.00,Virginia,1428.00,1254.00,1139.00,1506.00,1348.00,1327.00
209,13105.00,13136.00,13395.00,13658.00,14004.00,14474.00,373.00,214.00,222.00,465.00,352.00,262.00,33.00,32.00,42.00,21.00,25.00,23.00,883.00,928.00,940.00,628.00,557.00,464.00,Roanoke,33.00,3608.00,3583.00,3636.00,3386.00,3424.00,3163.00,283.00,184.00,189.00,244.00,248.00,180.00,9.00,9.00,9.00,2.00,11.00,8.00,94795.00,98191.00,97780.00,97927.00,98941.00,99827.00,4635.00,4127.00,3816.00,4735.00,4771.00,4444.00,,,27.00,40.00,44.00,35.00,37.00,,176.00,175.00,141.00,142.00,89.00,67.00,Virginia,589.00,340.00,337.00,677.00,542.00,457.00
210,5125.00,5260.00,5494.00,5657.00,5872.00,5911.00,31.00,36.00,28.00,28.00,33.00,34.00,1.00,1.00,5.00,4.00,2.00,2.00,146.00,130.00,161.00,106.00,113.00,118.00,Winchester,3.00,956.00,1004.00,867.00,937.00,956.00,889.00,31.00,33.00,28.00,23.00,29.00,33.00,0.00,0.00,1.00,0.00,0.00,0.00,26698.00,26516.00,26880.00,27163.00,27481.00,27821.00,1117.00,1083.00,1035.00,1125.00,1194.00,1006.00,,,8.00,9.00,25.00,33.00,23.00,,20.00,29.00,17.00,29.00,16.00,21.00,Virginia,63.00,85.00,72.00,56.00,59.00,89.00
211,9373.00,9226.00,9478.00,9816.00,9626.00,9917.00,108.00,100.00,121.00,170.00,138.00,,6.00,7.00,5.00,,2.00,1.00,589.00,646.00,614.00,,726.00,543.00,Bellingham,35.00,2931.00,3223.00,,3808.00,2961.00,3362.00,131.00,165.00,162.00,133.00,138.00,,2.00,0.00,,1.00,1.00,1.00,81139.00,82154.00,82665.00,,83048.00,83976.00,3738.00,4699.00,4067.00,3653.00,3975.00,,,,37.00,29.00,,55.00,47.00,,73.00,55.00,53.00,,64.00,45.00,Washington,199.00,220.00,214.00,282.00,220.00,
212,3220.00,3205.00,3339.00,3543.00,3757.00,3809.00,87.00,75.00,79.00,86.00,74.00,84.00,17.00,57.00,37.00,15.00,16.00,20.00,414.00,317.00,468.00,512.00,496.00,359.00,Longview,35.00,1372.00,1604.00,1734.00,1669.00,1483.00,1394.00,197.00,140.00,143.00,158.00,139.00,175.00,2.00,1.00,0.00,0.00,1.00,2.00,36550.00,37223.00,37032.00,36374.00,36459.00,36401.00,1997.00,2305.00,1896.00,1944.00,2211.00,2421.00,,,22.00,26.00,38.00,31.00,27.00,,22.00,38.00,55.00,48.00,27.00,35.00,Washington,162.00,133.00,142.00,132.00,156.00,170.00
213,2429.00,2472.00,2502.00,2514.00,2549.00,2608.00,85.00,70.00,130.00,75.00,79.00,,6.00,11.00,11.00,,19.00,17.00,229.00,244.00,274.00,,268.00,249.00,Walla Walla,22.00,1005.00,1101.00,,1198.00,1104.00,1182.00,35.00,94.00,95.00,57.00,71.00,,0.00,0.00,,1.00,4.00,3.00,31265.00,32229.00,32463.00,,31833.00,31940.00,1383.00,1560.00,1526.00,1291.00,1446.00,,,,19.00,16.00,,21.00,18.00,,23.00,20.00,18.00,,12.00,23.00,Washington,130.00,104.00,175.00,117.00,113.00,
214,3685.00,3796.00,3945.00,4044.00,4223.00,4405.00,58.00,36.00,30.00,53.00,,,2.00,2.00,,,5.00,4.00,150.00,197.00,,,184.00,179.00,Wenatchee,5.00,971.00,,,914.00,1056.00,912.00,62.00,58.00,63.00,60.00,,,1.00,,,0.00,0.00,2.00,30287.00,32426.00,,,32820.00,33525.00,1315.00,1156.00,1154.00,1181.00,,,,,16.00,,,12.00,15.00,,10.00,22.00,,,15.00,7.00,Washington,87.00,63.00,52.00,80.00,,
215,7700.00,8055.00,8417.00,8424.00,8807.00,9023.00,271.00,252.00,330.00,288.00,351.00,281.00,37.00,17.00,11.00,14.00,39.00,25.00,1464.00,1619.00,1573.00,1194.00,1087.00,1307.00,Yakima,48.00,3501.00,3106.00,2896.00,2808.00,2841.00,3110.00,660.00,721.00,674.00,590.00,1095.00,594.00,12.00,11.00,9.00,2.00,7.00,6.00,85802.00,92496.00,93419.00,93589.00,93667.00,93798.00,5120.00,4616.00,5091.00,5555.00,5774.00,4684.00,,,46.00,52.00,37.00,39.00,51.00,,144.00,156.00,152.00,144.00,115.00,126.00,Washington,481.00,408.00,514.00,490.00,566.00,471.00
216,4381.00,4772.00,4733.00,4665.00,4654.00,4529.00,87.00,130.00,152.00,137.00,107.00,,10.00,4.00,6.00,,4.00,12.00,335.00,212.00,335.00,,280.00,319.00,Beckley,11.00,1093.00,1221.00,,947.00,786.00,1024.00,52.00,41.00,44.00,44.00,32.00,,1.00,6.00,,0.00,3.00,0.00,16990.00,17637.00,17675.00,,17595.00,17137.00,1050.00,1268.00,1387.00,1472.00,1588.00,,,,12.00,21.00,,19.00,22.00,,38.00,36.00,55.00,,37.00,57.00,West Virginia,134.00,186.00,234.00,188.00,189.00,
217,6477.00,6502.00,6570.00,6814.00,7141.00,7472.00,,43.00,47.00,68.00,76.00,45.00,3.00,,9.00,2.00,4.00,2.00,187.00,,175.00,176.00,161.00,155.00,Morgantown,,,632.00,485.00,608.00,,493.00,,25.00,27.00,22.00,16.00,20.00,1.00,1.00,0.00,2.00,0.00,,31247.00,,30294.00,31406.00,31103.00,31621.00,,794.00,675.00,,823.00,681.00,,,9.00,4.00,18.00,11.00,12.00,,22.00,,26.00,31.00,25.00,22.00,West Virginia,,81.00,81.00,100.00,107.00,94.00
218,10099.00,10477.00,10926.00,11141.00,11803.00,12318.00,155.00,153.00,145.00,172.00,163.00,133.00,15.00,10.00,3.00,15.00,17.00,10.00,305.00,220.00,254.00,186.00,168.00,172.00,Appleton,33.00,1379.00,1111.00,1088.00,1190.00,1213.00,1031.00,25.00,23.00,39.00,32.00,27.00,30.00,0.00,0.00,1.00,0.00,0.00,0.00,70975.00,72939.00,73431.00,73141.00,73841.00,74310.00,1458.00,1381.00,1242.00,1716.00,1392.00,1304.00,,,17.00,28.00,28.00,23.00,43.00,,13.00,29.00,22.00,14.00,21.00,13.00,Wisconsin,217.00,197.00,201.00,202.00,213.00,176.00
219,6512.00,6682.00,7152.00,7239.00,7680.00,8067.00,98.00,72.00,79.00,93.00,,86.00,8.00,10.00,,7.00,4.00,3.00,406.00,378.00,,235.00,287.00,241.00,Eau Claire,20.00,1446.00,,1287.00,1368.00,1531.00,1418.00,50.00,72.00,68.00,54.00,,48.00,2.00,,1.00,1.00,0.00,0.00,66737.00,66170.00,,67309.00,67937.00,68046.00,1959.00,1727.00,1727.00,1906.00,,1570.00,21.00,19.00,21.00,,,,,22.00,23.00,21.00,,14.00,16.00,17.00,Wisconsin,139.00,110.00,115.00,139.00,,123.00
220,3750.00,3958.00,4119.00,4237.00,4507.00,4660.00,98.00,98.00,110.00,97.00,137.00,111.00,1.00,3.00,6.00,5.00,2.00,6.00,194.00,117.00,118.00,126.00,100.00,107.00,Fond du Lac,37.00,908.00,1057.00,1021.00,1075.00,923.00,859.00,29.00,28.00,30.00,28.00,35.00,31.00,0.00,0.00,1.00,1.00,1.00,2.00,42369.00,43208.00,43319.00,43042.00,42953.00,42887.00,1069.00,1203.00,996.00,1130.00,1210.00,1178.00,,,21.00,35.00,31.00,30.00,42.00,,13.00,9.00,11.00,11.00,12.00,11.00,Wisconsin,146.00,141.00,164.00,131.00,183.00,154.00
221,15326.00,15901.00,16681.00,17203.00,17917.00,18650.00,269.00,403.00,334.00,247.00,382.00,367.00,6.00,7.00,15.00,16.00,12.00,13.00,568.00,467.00,659.00,575.00,406.00,375.00,Green Bay,54.00,1917.00,2210.00,2001.00,1819.00,1852.00,1780.00,101.00,85.00,91.00,110.00,109.00,98.00,2.00,1.00,2.00,3.00,2.00,2.00,101320.00,104510.00,106080.00,105107.00,104979.00,105119.00,2420.00,2310.00,2246.00,2595.00,2978.00,2674.00,,,54.00,44.00,52.00,51.00,62.00,,67.00,48.00,87.00,79.00,63.00,58.00,Wisconsin,373.00,520.00,456.00,370.00,514.00,500.00
222,37283.00,39110.00,40664.00,42532.00,44112.00,46574.00,461.00,530.00,541.00,518.00,539.00,507.00,30.00,50.00,45.00,50.00,,7.00,1647.00,1440.00,1601.00,1382.00,1129.00,1198.00,Madison,74.00,6025.00,5898.00,6094.00,5603.00,6152.00,5461.00,344.00,246.00,249.00,365.00,254.00,253.00,2.00,3.00,5.00,7.00,7.00,8.00,238224.00,234225.00,237508.00,242523.00,245788.00,248833.00,7936.00,6978.00,6908.00,8037.00,7753.00,7729.00,,,87.00,114.00,76.00,83.00,121.00,,326.00,272.00,241.00,296.00,226.00,221.00,Wisconsin,815.00,846.00,890.00,933.00,897.00,884.00
223,7086.00,7103.00,7560.00,7445.00,7655.00,7820.00,119.00,97.00,190.00,159.00,128.00,96.00,,17.00,24.00,9.00,6.00,7.00,971.00,1239.00,1101.00,1211.00,955.00,774.00,Racine,14.00,2279.00,1950.00,1704.00,1662.00,2227.00,1528.00,139.00,106.00,96.00,156.00,130.00,95.00,8.00,4.00,1.00,3.00,4.00,5.00,82059.00,79204.00,79055.00,78141.00,78057.00,77887.00,3605.00,2723.00,2398.00,3406.00,3181.00,3010.00,10.00,16.00,19.00,31.00,,,,21.00,201.00,186.00,211.00,179.00,200.00,154.00,Wisconsin,324.00,310.00,364.00,387.00,374.00,297.00
224,5804.00,6036.00,6563.00,6789.00,7288.00,7653.00,70.00,60.00,66.00,69.00,77.00,59.00,6.00,6.00,29.00,5.00,10.00,4.00,267.00,253.00,241.00,217.00,125.00,111.00,Wausau,32.00,894.00,806.00,725.00,609.00,890.00,626.00,35.00,30.00,29.00,26.00,32.00,28.00,0.00,1.00,2.00,2.00,2.00,0.00,38429.00,39276.00,39313.00,39176.00,39359.00,39351.00,1178.00,764.00,766.00,1187.00,1079.00,970.00,13.00,14.00,19.00,21.00,,,,11.00,14.00,21.00,21.00,13.00,10.00,23.00,Wisconsin,123.00,85.00,105.00,102.00,120.00,85.00
225,5958.00,6545.00,6344.00,6270.00,6561.00,6069.00,70.00,67.00,59.00,80.00,69.00,64.00,22.00,17.00,18.00,6.00,8.00,6.00,382.00,287.00,363.00,294.00,238.00,212.00,Casper,10.00,1934.00,1501.00,1657.00,1329.00,1693.00,1396.00,77.00,65.00,62.00,89.00,104.00,85.00,2.00,3.00,2.00,2.00,1.00,1.00,56813.00,55761.00,56801.00,58688.00,60771.00,61355.00,2057.00,1632.00,1670.00,2405.00,1968.00,2036.00,,,6.00,2.00,,4.00,8.00,7.00,20.00,22.00,12.00,15.00,11.00,17.00,Wyoming,103.00,84.00,85.00,108.00,86.00,88.00
