Year,State,City by state,Population,Crime Index total,Modified Crime Index total1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,,
2001,MISSOURI,Crestwood,"11,936",887,888,0,0,7,10,30,818,22,1,,,,,,,
2001,MISSOURI,Creve Coeur,"16,602",375,377,0,0,5,18,42,282,28,2,,,,,,,
2001,MISSOURI,Excelsior Springs4,"10,914",,,0,4,6,,113,412,29,6,,,,,,,
2001,MISSOURI,Farmington,"14,010",714,716,0,4,1,128,46,526,9,2,,,,,,,
2001,MISSOURI,Florissant,"50,808","1,320","1,321",1,6,20,28,174,945,146,1,,,,,,,
2001,MISSOURI,Fulton,"12,203",316,,0,7,3,9,40,245,12,,,,,,,,
2001,MISSOURI,Gladstone,"26,528",950,961,0,2,12,37,130,669,100,11,,,,,,,
2001,MISSOURI,Hannibal,"17,866",989,"1,003",0,14,14,117,216,587,41,14,,,,,,,
2001,MISSOURI,Independence,"113,986","8,889","8,942",6,27,144,491,"1,157","6,220",844,53,,,,,,,
2001,MISSOURI,Jackson,"12,021",352,354,0,1,4,25,65,248,9,2,,,,,,,
2001,MISSOURI,Jefferson City,"39,880","1,658","1,660",2,26,37,238,198,"1,068",89,2,,,,,,,
2001,MISSOURI,Jennings,"15,564","1,416","1,428",2,10,49,98,260,799,198,12,,,,,,,
2001,MISSOURI,Joplin,"45,785","4,014","4,037",3,36,70,104,709,"2,811",281,23,,,,,,,
2001,MISSOURI,Kansas City,"444,267","49,959","50,452",103,319,"2,367","4,292","7,454","27,126","8,298",493,,,,,,,
2001,MISSOURI,Kennett,"11,329",423,,0,1,4,34,59,313,12,,,,,,,,
2001,MISSOURI,Kirksville,"17,093",634,637,0,2,4,56,81,471,20,3,,,,,,,
2001,MISSOURI,Kirkwood,"27,492",691,697,0,4,16,16,77,537,41,6,,,,,,,
2001,MISSOURI,Lake St. Louis,"10,232",154,158,0,1,0,11,24,112,6,4,,,,,,,
2001,MISSOURI,Lebanon,"12,230",989,993,0,4,6,104,138,708,29,4,,,,,,,
2001,MISSOURI,Lee's Summit,"71,136","1,995","2,003",1,19,25,22,310,"1,492",126,8,,,,,,,
2001,MISSOURI,Manchester,"19,279",210,,0,2,1,10,21,158,18,,,,,,,,
2001,MISSOURI,Marshall,"12,510",303,304,0,0,2,3,61,228,9,1,,,,,,,
2001,MISSOURI,Maryland Heights,"25,915","1,201","1,203",0,4,8,32,126,971,60,2,,,,,,,
2001,MISSOURI,Maryville,"10,646",151,152,0,0,0,2,15,132,2,1,,,,,,,
2001,MISSOURI,Mexico,"11,390",371,,0,0,3,16,78,259,15,,,,,,,,
2001,MISSOURI,Moberly,"12,019",770,775,0,4,5,41,117,589,14,5,,,,,,,
2001,MISSOURI,Neosho,"10,570",657,660,0,6,3,33,104,471,40,3,,,,,,,
2001,MISSOURI,Poplar Bluff,"16,754",839,849,0,3,9,37,119,631,40,10,,,,,,,
2001,MISSOURI,Raytown4,"30,575","1,221","1,223",2,5,34,40,258,757,125,2,,,,,,,
2001,MISSOURI,Rolla,"16,468",981,,1,6,9,28,136,765,36,,,,,,,,
2001,MISSOURI,Sedalia,"20,464","1,755",,1,5,19,144,262,"1,262",62,,,,,,,,
2001,MISSOURI,Sikeston,"17,097",887,895,2,12,29,94,153,534,63,8,,,,,,,
2001,MISSOURI,Springfield,"152,515","14,141","14,234",10,60,262,657,"2,182","10,066",904,93,,,,,,,
2001,MISSOURI,St. Ann,"13,691","1,345",,1,5,19,91,72,"1,075",82,,,,,,,,
2001,MISSOURI,St. Charles,"60,693","1,920","1,937",1,19,22,133,296,"1,333",116,17,,,,,,,
2001,MISSOURI,St. Joseph,"74,446","4,367","4,384",2,18,46,108,726,"3,257",210,17,,,,,,,
2001,MISSOURI,St. Louis,"350,336","52,635","53,346",148,120,"3,140","4,256","8,128","28,000","8,843",711,,,,,,,
2001,MISSOURI,Town and Country,"10,961",296,301,0,0,3,9,25,257,2,5,,,,,,,
2001,MISSOURI,University City,"37,659","2,211","2,221",2,11,72,58,327,"1,542",199,10,,,,,,,
2001,MISSOURI,Warrensburg,"16,441",732,736,0,4,10,30,108,556,24,4,,,,,,,
2001,MISSOURI,Webster Groves,"23,373",323,325,0,0,15,9,52,229,18,2,,,,,,,
2001,MISSOURI,West Plains,"10,933",683,685,0,5,2,50,134,469,23,2,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,,, , ,,,,,,,,,,,,,,,,
2001,,, ,,,,,,,,,,,,,,,,,
2001,MONTANA2,Billings,"90,070","5,088",,9,14,38,119,508,"4,155",245,,,,,,,,
2001,MONTANA2,Bozeman,"27,577","1,533",,2,19,3,62,155,"1,220",72,,,,,,,,
2001,MONTANA2,Great Falls,"56,831","3,906",,2,12,31,195,341,"3,189",136,,,,,,,,
2001,MONTANA2,Kalispell,"14,258","1,312",,1,0,1,40,100,"1,126",44,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,,,, ,, ,,,,,,,,,,,,,,
2001,, ,, ,,,,,,,,,,,,,,,,
2001,NEBRASKA,Fremont,"25,203",869,870,0,1,2,9,79,739,39,1,,,,,,,
2001,NEBRASKA,Grand Island,"42,989","3,037","3,039",0,18,16,96,365,"2,397",145,2,,,,,,,
2001,NEBRASKA,Hastings,"24,092","1,149","1,154",0,2,8,11,168,933,27,5,,,,,,,
2001,NEBRASKA,Kearney,"27,463","1,219","1,226",0,6,2,49,168,929,65,7,,,,,,,
2001,NEBRASKA,La Vista,"11,712",441,443,0,0,2,4,33,370,32,2,,,,,,,
2001,NEBRASKA,Lexington,"10,023",430,432,0,7,2,15,52,335,19,2,,,,,,,
2001,NEBRASKA,Lincoln,"225,841","15,041","15,067",6,88,154,"1,054","1,970","11,194",575,26,,,,,,,
2001,NEBRASKA,Omaha,"390,456","29,507","29,762",25,157,868,"1,658","3,107","19,382","4,310",255,,,,,,,
2001,NEBRASKA,Papillion,"16,382",417,417,0,4,0,3,37,345,28,0,,,,,,,
2001,NEBRASKA,Scottsbluff,"14,749","1,002","1,005",0,3,5,30,157,778,29,3,,,,,,,
2001,NEBRASKA,South Sioux City,"11,939",374,375,1,2,1,10,31,303,26,1,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,,,, , ,,,,,,,,,,,,,
2001,, ,,,,,,,,,,,,,,,,,,
2001,NEVADA,Boulder City,"15,773",390,399,0,4,3,60,162,135,26,9,,,,,,,
2001,NEVADA,Elko,"17,609",717,724,0,5,8,31,139,495,39,7,,,,,,,
2001,NEVADA,Henderson,"184,844","5,728","5,759",9,99,195,220,"1,434","2,863",908,31,,,,,,,
2001,NEVADA,Las Vegas Metropolitan Police Department,"1,117,763","50,570","50,838",133,447,"3,667","3,302","10,083","22,394","10,544",268,,,,,,,
2001,NEVADA,North Las Vegas,"121,719","6,817","6,857",20,50,433,850,"1,336","2,824","1,304",40,,,,,,,
2001,NEVADA,Reno4,"190,218","10,989","11,031",6,98,407,704,"1,435","7,399",940,42,,,,,,,
2001,NEVADA,Sparks,"69,926","3,709",,3,52,88,194,598,"2,485",289,,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,, ,,,,,,,,,,,,,,,,
2001,,,,,, , ,,,,,,,,,,,,,
2001,NEW HAMPSHIRE,Amherst,"10,973",221,223,0,1,0,0,20,195,5,2,,,,,,,
2001,NEW HAMPSHIRE,Bedford,"18,620",290,291,0,5,3,5,37,233,7,1,,,,,,,
2001,NEW HAMPSHIRE,Berlin,"10,527",174,178,0,5,1,12,20,124,12,4,,,,,,,
2001,NEW HAMPSHIRE,Claremont,"13,400",352,353,1,9,3,16,36,277,10,1,,,,,,,
2001,NEW HAMPSHIRE,Derry,"34,665",732,766,0,19,13,18,145,454,83,34,,,,,,,
2001,NEW HAMPSHIRE,Exeter,"14,324",205,209,0,0,1,5,26,165,8,4,,,,,,,
2001,NEW HAMPSHIRE,Hampton,"15,220",579,584,0,25,9,26,64,415,40,5,,,,,,,
2001,NEW HAMPSHIRE,Hanover,"11,055",115,118,2,4,0,0,14,90,5,3,,,,,,,
2001,NEW HAMPSHIRE,Hudson,"23,362",363,370,0,5,3,11,56,258,30,7,,,,,,,
2001,NEW HAMPSHIRE,Keene,"22,990",760,777,0,14,7,26,104,580,29,17,,,,,,,
2001,NEW HAMPSHIRE,Lebanon,"12,806",538,544,0,4,1,9,51,449,24,6,,,,,,,
2001,NEW HAMPSHIRE,Londonderry,"23,676",257,265,0,1,3,11,38,175,29,8,,,,,,,
2001,NEW HAMPSHIRE,Manchester,"109,032","3,520","3,573",0,53,118,86,597,"2,356",310,53,,,,,,,
2001,NEW HAMPSHIRE,Milford,"13,791",211,217,0,9,1,11,37,139,14,6,,,,,,,
2001,NEW HAMPSHIRE,Portsmouth,"21,177",813,830,1,13,13,23,81,624,58,17,,,,,,,
2001,NEW HAMPSHIRE,Rochester,"29,000",877,887,0,28,6,20,97,675,51,10,,,,,,,
2001,NEW HAMPSHIRE,Somersworth,"11,694",466,476,0,3,5,8,45,348,57,10,,,,,,,
2001,NEW HAMPSHIRE,Windham,"10,912",147,149,0,0,0,4,41,94,8,2,,,,,,,
"2,001 ",,,,,,,,,,,,,,,,,,,,
2001,,,,,, , ,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,
2001,NEW JERSEY,Aberdeen Township,"17,599",370,372,0,0,6,13,65,245,41,2,,,,,,,
2001,NEW JERSEY,Asbury Park,"17,071","1,431","1,438",5,14,184,195,299,568,166,7,,,,,,,
2001,NEW JERSEY,Atlantic City,"40,854","6,777","6,806",5,33,255,450,688,"5,168",178,29,,,,,,,
2001,NEW JERSEY,Barnegat Township,"15,397",163,164,0,3,2,13,23,121,1,1,,,,,,,
2001,NEW JERSEY,Bayonne,"62,357","1,343","1,349",3,2,74,121,222,750,171,6,,,,,,,
2001,NEW JERSEY,Beachwood,"10,461",282,284,0,0,4,6,61,205,6,2,,,,,,,
2001,NEW JERSEY,Belleville,"36,227","1,119","1,121",0,8,71,46,239,505,250,2,,,,,,,
2001,NEW JERSEY,Bellmawr,"11,356",222,222,0,0,3,11,38,154,16,0,,,,,,,
2001,NEW JERSEY,Bergenfield,"26,466",349,351,0,2,14,13,47,250,23,2,,,,,,,
2001,NEW JERSEY,Berkeley Heights Township,"13,519",83,83,0,0,1,1,22,50,9,0,,,,,,,
2001,NEW JERSEY,Berkeley Township,"40,324",730,738,0,3,11,46,160,481,29,8,,,,,,,
2001,NEW JERSEY,Bernards Township,"24,780",290,295,0,0,2,13,65,180,30,5,,,,,,,
2001,NEW JERSEY,Bloomfield,"48,080","2,060","2,060",0,8,100,55,327,986,584,0,,,,,,,
2001,NEW JERSEY,Bound Brook,"10,240",273,273,0,3,7,8,70,173,12,0,,,,,,,
2001,NEW JERSEY,Branchburg Township,"14,687",183,183,1,1,1,1,31,132,16,0,,,,,,,
2001,NEW JERSEY,Brick Township,"76,753","1,437","1,442",0,0,21,73,235,"1,055",53,5,,,,,,,
2001,NEW JERSEY,Bridgeton,"22,961","1,429","1,441",2,8,117,240,319,663,80,12,,,,,,,
2001,NEW JERSEY,Bridgewater Township,"43,298",657,659,0,0,6,9,77,513,52,2,,,,,,,
2001,NEW JERSEY,Brigantine,"12,699",346,347,0,1,0,28,59,248,10,1,,,,,,,
2001,NEW JERSEY,Burlington Township,"20,463",572,579,0,6,18,12,49,450,37,7,,,,,,,
2001,NEW JERSEY,Camden,"80,570","6,885","7,139",25,58,715,909,"1,374","2,542","1,262",254,,,,,,,
2001,NEW JERSEY,Carteret,"20,881",477,481,2,0,25,41,92,268,49,4,,,,,,,
2001,NEW JERSEY,Cedar Grove Township,"12,402",239,241,0,1,1,15,37,178,7,2,,,,,,,
2001,NEW JERSEY,Chatham Township,"10,170",81,83,0,0,0,3,8,67,3,2,,,,,,,
2001,NEW JERSEY,Cherry Hill Township,"70,548","2,372","2,376",0,6,61,61,208,"1,847",189,4,,,,,,,
2001,NEW JERSEY,Cinnaminson Township,"14,717",301,303,0,1,10,7,50,196,37,2,,,,,,,
2001,NEW JERSEY,Clark Township,"14,719",181,181,0,0,0,3,27,143,8,0,,,,,,,
2001,NEW JERSEY,Cliffside Park,"23,199",265,267,0,4,7,20,39,166,29,2, ,,,,,,
2001,NEW JERSEY,Clifton,"79,327","2,346","2,350",1,7,95,85,422,"1,328",408,4,,,,,,,
2001,NEW JERSEY,Clinton Township,"13,065",153,154,0,0,0,8,25,116,4,1,,,,,,,
2001,NEW JERSEY,Collingswood,"14,445",367,369,0,4,14,13,62,237,37,2,,,,,,,
2001,NEW JERSEY,Colts Neck Township,"12,434",137,138,0,0,0,12,25,97,3,1,,,,,,,
2001,NEW JERSEY,Cranford Township,"22,766",446,448,1,3,5,20,57,329,31,2,,,,,,,
2001,NEW JERSEY,Delran Township,"15,665",385,385,0,2,13,13,35,289,33,0,,,,,,,
2001,NEW JERSEY,Denville Township,"15,956",282,282,0,0,5,7,42,214,14,0,,,,,,,
2001,NEW JERSEY,Deptford Township,"26,986","1,779","1,786",1,0,41,77,444,"1,103",113,7,,,,,,,
2001,NEW JERSEY,Dover,"18,339",537,539,0,3,17,21,96,334,66,2,,,,,,,
2001,NEW JERSEY,Dover Township,"90,453","2,775","2,796",0,13,58,110,450,"2,033",111,21,,,,,,,
2001,NEW JERSEY,Dumont,"17,649",192,192,0,0,1,19,16,152,4,0,,,,,,,
2001,NEW JERSEY,East Brunswick Township,"47,145",964,967,0,1,8,20,90,803,42,3,,,,,,,
2001,NEW JERSEY,East Hanover Township,"11,488",297,300,0,0,1,6,22,238,30,3,,,,,,,
2001,NEW JERSEY,East Orange,"70,406","5,324","5,401",13,32,684,683,936,"1,803","1,173",77,,,,,,,
2001,NEW JERSEY,East Windsor Township,"25,127",475,476,0,2,9,21,58,349,36,1,,,,,,,
2001,NEW JERSEY,Eatontown,"14,125",569,569,0,3,6,10,43,478,29,0,,,,,,,
2001,NEW JERSEY,Edison Township,"98,501","2,625","2,647",0,11,69,213,341,"1,584",407,22,,,,,,,
2001,NEW JERSEY,Egg Harbor Township,"30,982","1,300","1,319",0,4,21,64,207,930,74,19,,,,,,,
2001,NEW JERSEY,Elizabeth,"121,571","7,164","7,175",5,16,548,279,912,"3,403","2,001",11,,,,,,,
2001,NEW JERSEY,Elmwood Park,"19,083",463,463,0,1,14,27,76,283,62,0,,,,,,,
2001,NEW JERSEY,Englewood,"26,421",786,789,0,4,33,46,201,429,73,3,,,,,,,
2001,NEW JERSEY,Evesham Township,"42,627",758,769,0,9,6,15,144,553,31,11,,,,,,,
2001,NEW JERSEY,Ewing Township,"36,004","1,199","1,201",1,10,54,55,198,692,189,2,,,,,,,
2001,NEW JERSEY,Fair Lawn,"31,900",555,556,0,5,19,24,109,368,30,1,,,,,,,
2001,NEW JERSEY,Fairview,"13,365",151,151,0,0,4,11,20,64,52,0,,,,,,,
2001,NEW JERSEY,Florence Township,"10,836",196,199,1,2,4,7,32,137,13,3,,,,,,,
2001,NEW JERSEY,Fort Lee,"35,756",704,706,1,3,12,7,103,520,58,2,,,,,,,
2001,NEW JERSEY,Franklin Lakes,"10,509",118,119,0,1,0,3,14,98,2,1,,,,,,,
2001,NEW JERSEY,Franklin Township (Gloucester County),"15,595",386,386,1,0,11,18,113,215,28,0,,,,,,,
2001,NEW JERSEY,Franklin Township (Somerset County),"51,327","1,153","1,166",1,9,46,35,326,591,145,13,,,,,,,
2001,NEW JERSEY,Freehold,"11,067",429,431,0,1,27,23,50,305,23,2,,,,,,,
2001,NEW JERSEY,Freehold Township,"31,800","1,071","1,073",0,3,18,28,77,920,25,2,,,,,,,
2001,NEW JERSEY,Galloway Township,"31,469",735,740,0,3,14,33,139,513,33,5,,,,,,,
2001,NEW JERSEY,Garfield,"30,034",747,750,1,1,21,26,135,453,110,3,,,,,,,
2001,NEW JERSEY,Glassboro,"19,227",795,801,0,9,23,55,106,554,48,6,,,,,,,
2001,NEW JERSEY,Glen Rock,"11,642",91,91,0,0,1,3,11,73,3,0,,,,,,,
2001,NEW JERSEY,Gloucester City,"11,580",350,352,0,4,10,11,36,256,33,2,,,,,,,
2001,NEW JERSEY,Gloucester Township,"64,886","2,073","2,083",1,14,48,107,249,"1,473",181,10,,,,,,,
2001,NEW JERSEY,Guttenberg,"10,897",217,223,1,0,22,21,61,85,27,6,,,,,,,
2001,NEW JERSEY,Hackensack,"43,034","1,447","1,447",2,0,42,101,109,"1,056",137,0,,,,,,,
2001,NEW JERSEY,Hackettstown,"10,490",195,197,0,0,3,6,30,146,10,2,,,,,,,
2001,NEW JERSEY,Haddonfield,"11,756",186,186,0,0,3,7,27,141,8,0,,,,,,,
2001,NEW JERSEY,Haddon Township,"14,773",420,423,0,0,9,13,58,317,23,3,,,,,,,
2001,NEW JERSEY,Hamilton Township (Atlantic County),"20,670",924,937,0,8,12,61,140,678,25,13,,,,,,,
2001,NEW JERSEY,Hamilton Township (Mercer County),"87,836","2,588","2,594",1,7,97,62,548,"1,554",319,6,,,,,,,
2001,NEW JERSEY,Hammonton,"12,709",278,283,0,1,6,22,63,167,19,5,,,,,,,
2001,NEW JERSEY,Hanover Township,"13,005",166,166,0,0,1,10,46,94,15,0,,,,,,,
2001,NEW JERSEY,Harrison,"14,544",545,548,0,4,21,38,105,248,129,3,,,,,,,
2001,NEW JERSEY,Hasbrouck Heights,"11,759",243,244,0,0,8,0,41,161,33,1,,,,,,,
2001,NEW JERSEY,Hawthorne,"18,370",251,252,0,0,5,1,47,181,17,1,,,,,,,
2001,NEW JERSEY,Hazlet Township,"21,556",366,367,0,0,4,12,45,276,29,1,,,,,,,
2001,NEW JERSEY,Highland Park,"14,116",240,243,0,1,7,5,31,187,9,3,,,,,,,
2001,NEW JERSEY,Hillsborough Township,"36,939",362,363,0,6,3,10,79,249,15,1,,,,,,,
2001,NEW JERSEY,Hillsdale,"10,171",82,82,0,0,1,0,23,57,1,0,,,,,,,
2001,NEW JERSEY,Hillside Township,"21,928","1,042","1,046",1,7,81,34,174,443,302,4,,,,,,,
2001,NEW JERSEY,Hoboken,"38,898","1,637","1,638",0,7,37,115,336,882,260,1,,,,,,,
2001,NEW JERSEY,Holmdel Township,"15,912",285,289,0,0,1,7,37,230,10,4,,,,,,,
2001,NEW JERSEY,Hopatcong,"16,020",152,152,0,1,2,8,15,119,7,0,,,,,,,
2001,NEW JERSEY,Hopewell Township,"16,239",178,179,0,0,0,14,27,129,8,1,,,,,,,
2001,NEW JERSEY,Howell Township,"49,310",708,713,1,0,12,44,118,508,25,5,,,,,,,
2001,NEW JERSEY,Irvington,"61,201","5,163","5,213",13,42,728,674,"1,101","1,241","1,364",50,,,,,,,
2001,NEW JERSEY,Jackson Township,"43,173",713,718,0,2,4,37,139,492,39,5,,,,,,,
2001,NEW JERSEY,Jefferson Township,"19,881",249,250,0,0,1,6,68,155,19,1,,,,,,,
2001,NEW JERSEY,Jersey City,"242,055","12,527","12,575",25,89,"1,301","1,438","2,350","4,911","2,413",48,,,,,,,
2001,NEW JERSEY,Keansburg,"10,821",468,472,0,13,12,33,128,263,19,4,,,,,,,
2001,NEW JERSEY,Kearny,"40,850","1,395","1,404",0,3,38,48,229,867,210,9,,,,,,,
2001,NEW JERSEY,Lacey Township,"25,557",568,571,1,0,3,17,84,456,7,3,,,,,,,
2001,NEW JERSEY,Lakewood Township,"60,855","1,824","1,842",3,15,86,100,384,"1,090",146,18,,,,,,,
2001,NEW JERSEY,Lawrence Township,"29,402","1,398","1,406",1,4,40,32,257,880,184,8,,,,,,,
2001,NEW JERSEY,Lincoln Park,"11,021",146,147,0,1,1,1,46,86,11,1,,,,,,,
2001,NEW JERSEY,Linden,"39,722","1,790","1,795",2,1,75,55,180,"1,066",411,5,,,,,,,
2001,NEW JERSEY,Lindenwold,"17,559",828,836,0,5,36,75,260,383,69,8,,,,,,,
2001,NEW JERSEY,Little Egg Harbor Township,"16,078",455,456,0,4,2,23,67,345,14,1,,,,,,,
2001,NEW JERSEY,Little Falls Township,"10,945",434,439,0,2,1,23,64,262,82,5,,,,,,,
2001,NEW JERSEY,Little Ferry,"10,890",209,210,1,1,4,12,25,128,38,1,,,,,,,
2001,NEW JERSEY,Livingston Township,"27,619",756,757,0,3,8,17,69,554,105,1,,,,,,,
2001,NEW JERSEY,Lodi,"24,171",689,690,1,0,27,38,112,428,83,1,,,,,,,
2001,NEW JERSEY,Long Branch,"31,601","1,158","1,159",1,9,59,87,266,685,51,1,,,,,,,
2001,NEW JERSEY,Lower Township,"23,136",612,614,1,5,2,28,92,444,40,2,,,,,,,
2001,NEW JERSEY,Lumberton Township,"10,548",359,377,1,5,10,13,71,244,15,18,,,,,,,
2001,NEW JERSEY,Lyndhurst Township,"19,544",387,389,0,1,11,5,68,254,48,2,,,,,,,
2001,NEW JERSEY,Madison,"16,668",226,226,0,0,2,4,26,180,14,0,,,,,,,
2001,NEW JERSEY,Mahwah Township,"24,262",285,285,0,0,1,5,33,224,22,0,,,,,,,
2001,NEW JERSEY,Manalapan Township,"33,701",324,326,0,3,8,16,56,224,17,2,,,,,,,
2001,NEW JERSEY,Manchester Township,"39,252",423,431,0,0,3,28,70,302,20,8,,,,,,,
2001,NEW JERSEY,Mantua Township,"14,335",301,301,0,3,5,14,34,224,21,0,,,,,,,
2001,NEW JERSEY,Manville,"10,429",226,227,1,0,1,5,19,178,22,1,,,,,,,
2001,NEW JERSEY,Maple Shade Township,"19,238",591,599,0,7,16,46,107,346,69,8,,,,,,,
2001,NEW JERSEY,Maplewood Township,"24,067",794,795,0,2,70,30,130,360,202,1,,,,,,,
2001,NEW JERSEY,Marlboro Township,"36,701",444,453,0,3,7,24,123,264,23,9,,,,,,,
2001,NEW JERSEY,Medford Township,"22,438",365,368,0,2,6,14,63,275,5,3,,,,,,,
2001,NEW JERSEY,Metuchen,"12,947",277,278,0,0,4,8,50,199,16,1,,,,,,,
2001,NEW JERSEY,Middlesex,"13,831",190,190,0,2,5,7,24,138,14,0,,,,,,,
2001,NEW JERSEY,Middle Township,"16,542",681,690,0,10,7,30,109,487,38,9,,,,,,,
2001,NEW JERSEY,Middletown Township,"66,879",987,"1,011",0,1,5,38,126,769,48,24,,,,,,,
2001,NEW JERSEY,Millburn Township,"19,930",856,856,0,0,13,5,82,667,89,0,,,,,,,
2001,NEW JERSEY,Millville,"27,071","1,362","1,375",1,20,62,98,279,837,65,13,,,,,,,
2001,NEW JERSEY,Monroe Township (Gloucester County),"29,208",782,788,0,5,10,33,163,508,63,6,,,,,,,
2001,NEW JERSEY,Monroe Township (Middlesex County),"28,232",218,220,0,0,1,24,39,143,11,2,,,,,,,
2001,NEW JERSEY,Montclair,"39,302","1,511","1,513",1,7,66,81,363,789,204,2,,,,,,,
2001,NEW JERSEY,Montgomery Township,"17,627",209,216,0,0,0,4,46,148,11,7,,,,,,,
2001,NEW JERSEY,Montville Township,"21,013",229,230,0,1,3,6,39,156,24,1,,,,,,,
2001,NEW JERSEY,Moorestown Township,"19,175",523,523,0,3,19,12,63,407,19,0,,,,,,,
2001,NEW JERSEY,Morristown,"18,698",852,855,1,9,66,42,90,578,66,3,,, ,,,,
2001,NEW JERSEY,Morris Township,"21,978",243,245,0,3,2,23,39,165,11,2,,,,,,,
2001,NEW JERSEY,Mount Holly Township,"10,817",590,594,0,2,37,69,81,380,21,4, ,,,,,,
2001,NEW JERSEY,Mount Laurel Township,"40,556",861,869,1,6,23,13,184,588,46,8,,,,,,,
2001,NEW JERSEY,Mount Olive Township,"24,394",252,252,0,4,1,14,44,174,15,0,,,,,,,
2001,NEW JERSEY,Neptune Township,"32,212","1,331","1,339",0,2,32,62,251,882,102,8,,,,,,,
2001,NEW JERSEY,Newark,"275,823","18,748","19,163",90,91,"1,837","1,819","2,552","6,324","6,035",415,,,,,,,
2001,NEW JERSEY,New Brunswick,"48,978","2,945","2,960",2,10,198,118,545,"1,744",328,15,,,,,,,
2001,NEW JERSEY,New Milford,"16,537",147,148,0,0,6,14,22,98,7,1,,,,,,,
2001,NEW JERSEY,New Providence,"12,006",142,142,0,0,2,3,22,112,3,0,,,,,,,
2001,NEW JERSEY,North Arlington,"15,307",239,239,0,0,8,6,38,170,17,0,,,,,,,
2001,NEW JERSEY,North Bergen Township,"58,576","1,691","1,692",1,7,82,72,241,955,333,1,,,,,,,
2001,NEW JERSEY,North Brunswick Township,"36,589","1,050","1,052",0,1,25,36,156,727,105,2,,,,,,,
2001,NEW JERSEY,North Plainfield,"21,279",694,696,0,3,27,6,134,457,67,2,,,,,,,
2001,NEW JERSEY,Nutley Township,"27,590",491,495,0,0,10,32,151,244,54,4,,,,,,,
2001,NEW JERSEY,Oakland,"12,570",137,140,1,0,1,5,23,103,4,3,,,,,,,
2001,NEW JERSEY,Ocean City,"15,506",992,992,0,1,16,19,162,784,10,0,,,,,,,
2001,NEW JERSEY,Ocean Township (Monmouth County),"27,184",602,603,0,1,6,14,80,475,26,1,,,,,,,
2001,NEW JERSEY,Old Bridge Township,"60,960","1,063","1,075",0,5,24,53,206,645,130,12,,,,,,,
2001,NEW JERSEY,Orange,"33,142","2,700","2,707",4,10,327,162,549,876,772,7,,,,,,,
2001,NEW JERSEY,Palisades Park,"17,215",254,254,0,0,5,8,88,123,30,0,,,,,,,
2001,NEW JERSEY,Paramus,"25,951","2,486","2,491",0,2,42,54,127,"1,995",266,5,,,,,,,
2001,NEW JERSEY,Parsippany-Troy Hills Township,"51,071",901,905,0,4,16,42,240,486,113,4,,,,,,,
2001,NEW JERSEY,Passaic,"68,426","3,671","3,683",8,8,469,525,617,"1,374",670,12,,,,,,,
2001,NEW JERSEY,Paterson,"150,465","8,004","8,014",16,15,673,598,"1,964","3,059","1,679",10,,,,,,,
2001,NEW JERSEY,Pemberton Township,"28,930",758,769,0,11,31,36,166,458,56,11,,,,,,,
2001,NEW JERSEY,Pennsauken Township,"36,035","1,656","1,683",0,7,100,107,311,849,282,27,,,,,,,
2001,NEW JERSEY,Pennsville Township,"13,304",350,355,0,1,5,7,54,271,12,5,,,,,,,
2001,NEW JERSEY,Pequannock Township,"14,004",303,303,0,0,3,4,31,232,33,0,,,,,,,
2001,NEW JERSEY,Perth Amboy,"47,697","1,569","1,573",3,3,75,146,335,786,221,4,,,,,,,
2001,NEW JERSEY,Phillipsburg,"15,292",264,264,2,3,4,11,69,159,16,0,,,,,,,
2001,NEW JERSEY,Pine Hill,"10,971",297,303,1,2,13,28,61,161,31,6,,,,,,,
2001,NEW JERSEY,Piscataway Township,"50,902","1,227","1,240",2,8,22,54,257,792,92,13,,,,,,,
2001,NEW JERSEY,Plainfield,"48,227","2,618","2,646",9,8,308,218,570,"1,115",390,28,,,,,,,
2001,NEW JERSEY,Plainsboro Township,"20,383",270,281,0,0,3,10,45,195,17,11,,,,,,,
2001,NEW JERSEY,Pleasantville,"19,170",929,937,7,8,75,78,173,504,84,8,,,,,,,
2001,NEW JERSEY,Point Pleasant,"19,467",351,351,0,2,1,15,81,246,6,0,,,,,,,
2001,NEW JERSEY,Pompton Lakes,"10,729",187,188,0,0,0,5,23,147,12,1,,,,,,,
2001,NEW JERSEY,Princeton,"14,321",659,660,0,0,4,17,118,515,5,1,,,,,,,
2001,NEW JERSEY,Princeton Township,"16,160",229,232,0,1,1,6,46,167,8,3,,,,,,,
2001,NEW JERSEY,Rahway,"26,721",979,984,1,2,27,29,156,633,131,5,,,,,,,
2001,NEW JERSEY,Ramsey,"14,471",194,195,0,0,6,8,16,147,17,1,,,,,,,
2001,NEW JERSEY,Randolph Township,"25,054",313,315,0,1,2,7,21,269,13,2,,,,,,,
2001,NEW JERSEY,Raritan Township,"19,974",170,170,0,2,2,11,33,116,6,0,,,,,,,
