Year,State,City by state,Population,Crime Index,Modified Crime Index1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson1
"2,002",CALIFORNIA,Kingsburg,"9,537",342,345,0,0,3,6,92,186,55,3
"2,002",CALIFORNIA,La Habra Heights,"5,922",94,97,0,0,1,2,26,60,5,3
"2,002",CALIFORNIA,Lakeport,"4,997",163,163,1,0,1,16,30,108,7,0
"2,002",CALIFORNIA,Lake Shastina,"2,337",25,25,0,1,0,2,6,11,5,0
"2,002",CALIFORNIA,Los Altos Hills,"8,192",67,67,0,1,0,4,28,34,0,0
"2,002",CALIFORNIA,Mammoth Lakes,"7,354",527,528,0,1,6,20,101,382,17,1
"2,002",CALIFORNIA,Montague,"1,509",37,37,0,0,0,0,9,28,0,0
"2,002",CALIFORNIA,Monte Sereno,"3,611",22,22,0,0,0,0,9,11,2,0
"2,002",CALIFORNIA,Mount Shasta,"3,754",87,88,2,2,0,2,18,58,5,1
"2,002",CALIFORNIA,Needles,"5,008",252,257,0,3,6,27,64,139,13,5
"2,002",CALIFORNIA,Nevada City,"3,112",143,145,0,0,5,14,27,80,17,2
"2,002",CALIFORNIA,Newman,"7,354",180,196,0,3,1,10,43,104,19,16
"2,002",CALIFORNIA,Ojai,"8,151",237,240,0,2,4,16,39,171,5,3
"2,002",CALIFORNIA,Orland,"6,512",351,352,0,0,6,25,71,232,17,1
"2,002",CALIFORNIA,Pismo Beach,"8,865",428,429,0,3,10,43,72,278,22,1
"2,002",CALIFORNIA,Placerville,"9,963",365,367,0,6,4,36,112,165,42,2
"2,002",CALIFORNIA,Rio Dell,"3,290",112,115,0,2,1,11,41,51,6,3
"2,002",CALIFORNIA,Rio Vista,"4,739",205,205,0,1,2,1,51,125,25,0
"2,002",CALIFORNIA,Rolling Hills,"1,939",10,10,0,0,0,0,6,4,0,0
"2,002",CALIFORNIA,Rolling Hills Estates,"7,958",211,212,0,0,9,11,69,111,11,1
"2,002",CALIFORNIA,Ross,"2,414",30,30,0,1,0,0,8,18,3,0
"2,002",CALIFORNIA,Sand City,271,164,165,0,0,2,3,9,146,4,1
"2,002",CALIFORNIA,Sausalito,"7,600",199,199,0,2,5,4,33,137,18,0
"2,002",CALIFORNIA,Signal Hill,"9,676",721,721,0,5,29,11,108,452,116,0
"2,002",CALIFORNIA,Solvang,"5,528",100,104,0,2,1,3,27,64,3,4
"2,002",CALIFORNIA,Sonoma,"9,463",348,354,0,1,5,7,76,252,7,6
"2,002",CALIFORNIA,Sonora,"4,585",490,491,0,1,2,13,89,357,28,1
"2,002",CALIFORNIA,Stallion Springs,"1,578",7,7,0,0,0,0,5,2,0,0
"2,002",CALIFORNIA,St. Helena,"6,169",109,110,0,0,2,6,16,84,1,1
"2,002",CALIFORNIA,Sutter Creek,"2,388",118,118,0,3,0,13,25,70,7,0
"2,002",CALIFORNIA,Taft,"6,635",293,315,0,7,4,26,75,157,24,22
"2,002",CALIFORNIA,Tiburon,"8,984",104,107,0,0,0,2,23,74,5,3
"2,002",CALIFORNIA,Trinidad,323,63,63,0,2,1,0,12,45,3,0
"2,002",CALIFORNIA,Tulelake,"1,058",19,19,0,0,0,1,8,10,0,0
"2,002",CALIFORNIA,Vernon,94,663,674,1,3,46,21,23,279,290,11
"2,002",CALIFORNIA,Villa Park,"6,219",159,159,0,0,2,5,26,123,3,0
"2,002",CALIFORNIA,Waterford,"7,178",259,260,0,2,0,23,28,163,43,1
"2,002",CALIFORNIA,Weed,"3,087",132,132,0,4,0,14,28,63,23,0
"2,002",CALIFORNIA,Westlake Village,"8,675",185,188,0,1,6,11,61,98,8,3
"2,002",CALIFORNIA,Westmorland,"2,209",25,25,0,0,0,3,4,14,4,0
"2,002",CALIFORNIA,Wheatland,"2,359",23,23,0,0,0,3,6,12,2,0
"2,002",CALIFORNIA,Williams,"3,805",103,106,0,1,1,15,18,61,7,3
"2,002",CALIFORNIA,Willits,"5,259",262,262,0,4,9,24,47,152,26,0
"2,002",CALIFORNIA,Willows,"6,449",278,280,0,1,3,16,62,178,18,2
"2,002",CALIFORNIA,Winters,"6,350",196,197,0,1,1,8,41,123,22,1
"2,002",CALIFORNIA,Woodlake,"6,895",280,281,0,4,1,28,70,140,37,1
"2,002",CALIFORNIA,Yountville,"3,023",49,50,0,0,0,0,14,32,3,1
"2,002",CALIFORNIA,Yreka,"7,558",278,287,0,3,3,31,26,194,21,9
"2,002",,,,,,,,,,,,,
"2,002",,,,,, , ,,,,,,
2002,,,,,,,,,,,,,
"2,002",COLORADO,Alamosa,"8,340",419,426,1,8,5,50,47,296,12,7
"2,002",COLORADO,Avon,"5,827",304,308,0,9,1,5,43,227,19,4
"2,002",COLORADO,Basalt,"2,809",75,75,0,0,1,2,7,63,2,0
"2,002",COLORADO,Bayfield,"1,623",31,31,0,0,0,4,3,23,1,0
"2,002",COLORADO,Berthoud,"5,070",78,78,0,0,1,1,3,73,0,0
"2,002",COLORADO,Brush,"5,361",171,171,0,0,0,1,22,144,4,0
"2,002",COLORADO,Burlington,"3,854",161,163,0,2,0,6,19,132,2,2
"2,002",COLORADO,Center,"2,506",45,45,1,0,0,12,14,15,3,0
"2,002",COLORADO,Columbine Valley,"1,186",12,12,0,0,0,2,1,8,1,0
"2,002",COLORADO,Cortez,"8,358",468,468,0,0,1,18,33,404,12,0
"2,002",COLORADO,Craig,"9,627",354,355,0,6,1,15,43,277,12,1
"2,002",COLORADO,Cripple Creek,"1,169",91,91,0,2,0,14,13,60,2,0
"2,002",COLORADO,Delta,"6,705",244,248,0,4,1,13,59,158,9,4
"2,002",COLORADO,Dillon,840,140,140,0,3,0,14,13,106,4,0
"2,002",COLORADO,Eaton,"2,818",60,61,0,0,1,1,12,39,7,1
"2,002",COLORADO,Edgewater,"5,705",671,672,1,7,9,10,40,539,65,1
"2,002",COLORADO,Elizabeth,"1,502",51,51,0,0,0,7,11,32,1,0
"2,002",COLORADO,Empire,372,7,7,0,1,0,1,3,2,0,0
"2,002",COLORADO,Erie,"6,592",134,136,0,3,1,5,39,83,3,2
"2,002",COLORADO,Estes Park,"5,671",168,169,0,0,0,13,27,123,5,1
"2,002",COLORADO,Evans,"9,968",688,691,0,16,4,44,126,446,52,3
"2,002",COLORADO,Florence,"3,827",103,105,0,3,1,22,14,55,8,2
"2,002",COLORADO,Frisco,"2,560",167,168,0,1,2,5,15,140,4,1
"2,002",COLORADO,Gilcrest,"1,217",53,53,0,0,1,3,10,35,4,0
"2,002",COLORADO,Glendale,"4,764",630,630,0,0,18,10,41,464,97,0
"2,002",COLORADO,Glenwood Springs,"8,105",813,815,1,10,7,35,61,678,21,2
"2,002",COLORADO,Gunnison,"5,667",349,352,0,9,1,22,31,279,7,3
"2,002",COLORADO,Holyoke,"2,369",27,27,0,2,0,2,8,15,0,0
"2,002",COLORADO,Idaho Springs,"1,979",170,174,0,1,0,46,16,105,2,4
"2,002",COLORADO,Ignacio,701,17,17,0,0,0,3,6,7,1,0
"2,002",COLORADO,Johnstown,"4,009",103,104,2,3,1,7,21,67,2,1
"2,002",COLORADO,Kersey,"1,455",37,38,0,1,0,3,9,18,6,1
"2,002",COLORADO,La Junta,"7,929",428,430,0,6,6,39,50,309,18,2
"2,002",COLORADO,Lakeside,21,132,132,0,0,2,1,3,123,3,0
"2,002",COLORADO,La Salle,"1,937",96,96,0,0,0,7,15,68,6,0
"2,002",COLORADO,Leadville,"2,956",76,76,0,0,0,4,3,64,5,0
"2,002",COLORADO,Limon,"2,169",22,22,0,0,0,1,0,17,4,0
"2,002",COLORADO,Lochbuie,"2,147",66,68,0,1,0,17,12,31,5,2
"2,002",COLORADO,Lone Tree,"5,106",345,347,0,0,2,8,26,276,33,2
"2,002",COLORADO,Manitou Springs,"5,217",170,170,1,0,1,18,31,111,8,0
"2,002",COLORADO,Meeker,"2,349",90,91,0,0,0,21,14,51,4,1
"2,002",COLORADO,Milliken,"3,026",62,62,0,0,0,0,16,43,3,0
"2,002",COLORADO,Minturn,"1,119",30,30,0,0,0,1,2,24,3,0
"2,002",COLORADO,Monte Vista,"4,746",215,215,0,0,1,12,66,132,4,0
"2,002",COLORADO,Monument,"2,065",141,144,0,0,4,1,25,108,3,3
"2,002",COLORADO,Morrison,451,33,33,0,0,0,0,0,33,0,0
"2,002",COLORADO,New Castle,"2,079",82,82,0,0,0,11,10,58,3,0
"2,002",COLORADO,Olathe,"1,648",35,35,0,0,0,0,11,21,3,0
"2,002",COLORADO,Ouray,852,22,22,0,0,0,0,5,16,1,0
"2,002",COLORADO,Pagosa Springs,"1,667",155,155,0,0,0,9,25,116,5,0
"2,002",COLORADO,Palmer Lake,"2,283",36,38,0,0,0,4,4,27,1,2
"2,002",COLORADO,Parachute,"1,054",67,68,0,1,0,8,14,38,6,1
"2,002",COLORADO,Rangely,"2,196",40,44,0,3,0,0,5,30,2,4
"2,002",COLORADO,Salida,"5,767",243,243,0,1,0,9,20,205,8,0
"2,002",COLORADO,Sheridan,"5,867",315,316,1,7,4,12,61,157,73,1
"2,002",COLORADO,Silt,"1,823",7,7,0,0,0,1,5,1,0,0
"2,002",COLORADO,Telluride,"2,327",237,237,0,1,1,6,30,190,9,0
"2,002",COLORADO,Trinidad,"9,511",341,350,1,1,0,31,33,260,15,9
"2,002",COLORADO,Vail,"4,748",725,729,0,1,1,18,77,599,29,4
"2,002",COLORADO,Victor,466,19,19,0,1,0,1,9,7,1,0
"2,002",COLORADO,Walsenburg,"4,381",116,117,1,0,2,16,25,68,4,1
"2,002",COLORADO,Woodland Park,"6,825",169,171,0,0,0,15,27,114,13,2
"2,002",COLORADO,Wray,"2,291",29,29,0,0,0,0,2,27,0,0
"2,002",COLORADO,Yuma,"3,442",82,83,0,1,0,5,15,57,4,1
"2,002",,,,,,,,,,,,,
"2,002",,, ,,,,,,,,,,
2002,,,,,,,,,,,,,
"2,002",CONNECTICUT,Canton,"8,982",132,133,0,0,0,4,32,94,2,1
"2,002",CONNECTICUT,Easton,"7,389",34,35,0,0,0,0,17,16,1,1
"2,002",CONNECTICUT,East Windsor,"9,977",335,343,0,8,8,2,50,228,39,8
"2,002",CONNECTICUT,Groton Long Point,678,15,15,0,0,0,0,2,13,0,0
"2,002",CONNECTICUT,Middlebury,"6,555",67,68,0,0,1,0,12,53,1,1
"2,002",CONNECTICUT,Portland,"8,872",83,84,0,0,1,0,21,57,4,1
"2,002",CONNECTICUT,Putnam,"9,147",160,160,0,1,1,5,49,83,21,0
"2,002",CONNECTICUT,Thomaston,"7,624",113,113,0,0,2,5,25,73,8,0
"2,002",CONNECTICUT,Woodbridge,"9,128",101,101,0,0,1,1,18,71,10,0
"2,002",,,,,,,,,,,,,
"2,002",,,,,, , ,, ,,,,
2002,,,,,,,,,,,,,
"2,002",DELAWARE,Bethany Beach,930,95,95,0,0,0,4,18,72,1,0
"2,002",DELAWARE,Camden,"2,164",86,86,0,0,0,13,16,52,5,0
"2,002",DELAWARE,Cheswold,322,8,8,0,1,0,0,2,4,1,0
"2,002",DELAWARE,Delaware City,"1,497",15,15,0,0,0,4,3,7,1,0
"2,002",DELAWARE,Delmar,"1,449",80,80,0,0,2,1,6,66,5,0
"2,002",DELAWARE,Felton,808,13,13,0,0,0,0,0,13,0,0
"2,002",DELAWARE,Georgetown,"4,784",328,328,0,3,21,22,99,158,25,0
"2,002",DELAWARE,Greenwood,863,48,49,0,1,1,4,13,27,2,1
"2,002",DELAWARE,Harrington,"3,271",137,137,0,2,3,13,23,91,5,0
"2,002",DELAWARE,Laurel,"3,779",295,295,0,0,13,39,33,191,19,0
"2,002",DELAWARE,Lewes,"3,021",76,76,0,0,0,2,19,55,0,0
"2,002",DELAWARE,Milford,"6,937",596,598,0,8,7,68,82,411,20,2
"2,002",DELAWARE,Millsboro,"2,431",115,116,0,0,1,11,25,77,1,1
"2,002",DELAWARE,Milton,"1,707",57,58,0,0,0,5,24,26,2,1
"2,002",DELAWARE,New Castle,"5,010",274,275,0,4,6,22,33,191,18,1
"2,002",DELAWARE,Newport,"1,156",88,88,0,2,5,16,17,41,7,0
"2,002",DELAWARE,Ocean View,"1,037",35,35,0,0,0,1,16,17,1,0
"2,002",DELAWARE,Rehoboth Beach,"1,541",214,215,0,0,6,13,28,166,1,1
"2,002",DELAWARE,Seaford,"6,902",411,412,2,1,16,42,47,297,6,1
"2,002",DELAWARE,Selbyville,"1,695",30,30,0,0,2,7,3,16,2,0
"2,002",DELAWARE,Smyrna,"5,851",281,282,0,4,5,31,50,186,5,1
"2,002",DELAWARE,Wyoming,"1,176",30,30,0,1,1,3,3,19,3,0
"2,002",,,,,,,,,,,,,
"2,002",,,,,,, ,,,,,,
2002,,,,,,,,,,,,,
"2,002",FLORIDA,Alachua,"6,377",454,455,0,1,7,47,81,273,45,1
"2,002",FLORIDA,Apalachicola,"2,441",125,125,0,0,0,1,18,102,4,0
"2,002",FLORIDA,Arcadia,"6,906",507,508,0,4,18,52,141,259,33,1
"2,002",FLORIDA,Archer,"1,348",113,113,0,2,5,42,24,33,7,0
"2,002",FLORIDA,Astatula,"1,358",34,34,0,0,0,12,9,10,3,0
"2,002",FLORIDA,Atlantis,"2,097",114,114,0,0,1,7,8,86,12,0
"2,002",FLORIDA,Avon Park,"8,933",578,580,0,5,26,65,142,315,25,2
"2,002",FLORIDA,Bal Harbour Village,"3,456",75,75,0,0,1,0,4,64,6,0
"2,002",FLORIDA,Bay Harbor Island,"5,381",176,176,0,0,1,4,26,131,14,0
"2,002",FLORIDA,Belleair,"4,252",54,54,0,0,0,1,10,41,2,0
"2,002",FLORIDA,Belleair Beach,"1,831",29,29,0,0,0,2,3,24,0,0
"2,002",FLORIDA,Belleair Bluffs,"2,346",70,70,0,0,1,1,5,60,3,0
"2,002",FLORIDA,Belleview,"3,637",239,239,0,1,6,25,57,141,9,0
"2,002",FLORIDA,Biscayne Park,"3,419",99,99,1,0,0,8,31,41,18,0
"2,002",FLORIDA,Blountstown,"2,556",57,57,0,0,0,5,7,42,3,0
"2,002",FLORIDA,Bonifay,"4,265",30,30,0,0,0,2,18,3,7,0
"2,002",FLORIDA,Bowling Green,"3,024",139,139,0,1,9,14,44,63,8,0
"2,002",FLORIDA,Bradenton Beach,"1,550",100,100,0,1,0,7,16,72,4,0
"2,002",FLORIDA,Brooksville,"7,596",618,620,1,1,26,75,89,394,32,2
"2,002",FLORIDA,Bunnell,"2,219",144,144,0,0,5,38,73,26,2,0
"2,002",FLORIDA,Carrabelle,"1,363",74,74,0,0,2,0,8,60,4,0
"2,002",FLORIDA,Cedar Grove,"5,612",138,138,0,2,0,11,23,93,9,0
"2,002",FLORIDA,Center Hill,951,36,36,0,0,1,5,20,9,1,0
"2,002",FLORIDA,Chattahoochee,"3,437",132,133,1,4,0,12,41,67,7,1
"2,002",FLORIDA,Chiefland,"2,084",238,245,0,1,5,31,45,153,3,7
"2,002",FLORIDA,Chipley,"3,756",178,178,0,0,2,11,41,111,13,0
"2,002",FLORIDA,Clermont,"9,759",550,553,0,7,14,37,185,273,34,3
"2,002",FLORIDA,Clewiston,"6,755",798,798,1,2,37,69,192,478,19,0
"2,002",FLORIDA,Crescent City,"1,857",160,160,0,1,9,21,35,87,7,0
"2,002",FLORIDA,Cross City,"1,856",99,100,0,0,2,9,23,62,3,1
"2,002",FLORIDA,Crystal River,"3,644",407,409,0,4,6,36,66,287,8,2
"2,002",FLORIDA,Dade City,"6,471",603,608,0,8,17,60,236,242,40,5
"2,002",FLORIDA,Davenport,"2,012",89,89,0,1,1,5,40,35,7,0
"2,002",FLORIDA,De Funiak Springs2,"5,321",,,0,4,14,,141,261,24,0
"2,002",FLORIDA,Dunnellon,"1,984",0,0,0,0,0,0,0,0,0,0
"2,002",FLORIDA,Eagle Lake,"2,610",97,97,0,0,7,35,16,33,6,0
"2,002",FLORIDA,Eatonville,"2,543",92,92,0,0,0,50,23,14,5,0
"2,002",FLORIDA,Edgewood,"1,988",89,89,0,0,0,5,25,50,9,0
"2,002",FLORIDA,El Portal,"2,619",124,124,0,0,5,11,58,37,13,0
"2,002",FLORIDA,Fellsmere,"3,987",89,89,0,0,0,10,42,30,7,0
"2,002",FLORIDA,Flagler Beach,"5,180",55,55,0,5,1,8,22,16,3,0
"2,002",FLORIDA,Florida City,"8,202","1,448","1,450",1,8,71,246,218,822,82,2
"2,002",FLORIDA,Fort Meade,"5,951",203,204,0,1,7,24,37,124,10,1
"2,002",FLORIDA,Frostproof,"3,111",122,122,0,0,1,10,26,74,11,0
"2,002",FLORIDA,Fruitland Park,"3,332",151,151,0,0,1,7,34,92,17,0
"2,002",FLORIDA,Golden Beach,961,13,13,0,0,0,0,0,12,1,0
"2,002",FLORIDA,Graceville,"2,512",148,148,0,0,0,5,45,87,11,0
"2,002",FLORIDA,Green Cove Springs,"5,624",297,299,0,1,3,53,44,185,11,2
"2,002",FLORIDA,Greensboro,647,14,14,0,0,0,8,4,0,2,0
"2,002",FLORIDA,Gretna2,"1,787",,,0,0,4,,7,1,2,0
"2,002",FLORIDA,Groveland,"2,468",113,113,0,1,1,9,53,45,4,0
"2,002",FLORIDA,Gulf Breeze,"5,924",161,161,0,1,3,5,28,121,3,0
"2,002",FLORIDA,Gulf Stream,749,17,17,0,0,0,0,6,11,0,0
"2,002",FLORIDA,Hampton,451,4,4,0,0,0,3,0,1,0,0
"2,002",FLORIDA,Hawthorne,"1,480",142,142,0,1,10,14,44,62,11,0
"2,002",FLORIDA,Highland Beach,"3,947",40,40,0,0,1,1,7,30,1,0
"2,002",FLORIDA,High Springs,"4,039",164,164,0,1,3,7,43,94,16,0
"2,002",FLORIDA,Hillsboro Beach,"2,262",26,26,0,0,0,1,2,18,5,0
"2,002",FLORIDA,Holmes Beach,"5,193",201,201,0,0,1,10,41,145,4,0
"2,002",FLORIDA,Howey-in-the-Hills,999,8,8,0,0,0,3,0,5,0,0
"2,002",FLORIDA,Hypoluxo,"2,107",159,159,0,0,1,4,20,117,17,0
"2,002",FLORIDA,Indialantic,"3,079",133,136,0,1,1,9,40,78,4,3
"2,002",FLORIDA,Indian Creek Village,35,1,1,0,0,0,0,0,1,0,0
"2,002",FLORIDA,Indian Harbour Beach,"8,524",68,69,0,0,0,11,14,40,3,1
"2,002",FLORIDA,Indian River Shores,"3,605",36,36,0,0,0,1,4,30,1,0
"2,002",FLORIDA,Indian Rocks Beach,"5,304",208,208,0,4,5,8,37,144,10,0
"2,002",FLORIDA,Indian Shores,"4,228",119,121,0,0,0,2,22,91,4,2
"2,002",FLORIDA,Inglis,"1,559",77,77,0,1,0,14,22,38,2,0
"2,002",FLORIDA,Interlachen,"1,542",421,421,1,1,4,12,30,361,12,0
"2,002",FLORIDA,Inverness,"7,099",235,238,0,2,3,13,38,171,8,3
"2,002",FLORIDA,Jasper,"1,862",116,116,0,1,5,23,31,50,6,0
"2,002",FLORIDA,Jennings,871,21,21,0,0,2,1,8,10,0,0
"2,002",FLORIDA,Juno Beach,"3,411",132,133,0,0,1,4,37,86,4,1
"2,002",FLORIDA,Jupiter Inlet Colony,385,6,6,0,0,0,0,0,6,0,0
"2,002",FLORIDA,Jupiter Island,648,13,13,0,0,0,0,8,4,1,0
"2,002",FLORIDA,Kenneth City,"4,602",234,235,0,2,5,9,25,178,15,1
"2,002",FLORIDA,Lake Alfred,"4,068",205,206,1,0,2,26,72,86,18,1
"2,002",FLORIDA,Lake Clarke Shores,"3,608",85,85,0,0,2,0,17,59,7,0
"2,002",FLORIDA,Lake Hamilton,"1,364",103,103,0,0,6,5,16,67,9,0
"2,002",FLORIDA,Lake Helen,"2,868",96,96,0,0,0,19,25,46,6,0
"2,002",FLORIDA,Lake Park,"9,119",862,862,0,4,31,58,214,455,100,0
"2,002",FLORIDA,Lake Placid,"1,744",242,246,0,0,10,8,59,155,10,4
"2,002",FLORIDA,Lantana,"9,869",837,838,0,1,50,37,146,531,72,1
"2,002",FLORIDA,Lauderdale-by-the-Sea,"2,681",201,202,0,2,7,15,40,124,13,1
"2,002",FLORIDA,Live Oak,"6,777",577,578,0,6,25,55,248,229,14,1
"2,002",FLORIDA,Longboat Key,"7,951",106,106,0,0,0,3,21,80,2,0
"2,002",FLORIDA,Madeira Beach,"4,717",361,361,0,2,6,27,67,248,11,0
"2,002",FLORIDA,Madison,"3,201",284,285,0,0,3,5,77,194,5,1
"2,002",FLORIDA,Manalapan,336,31,31,0,0,0,2,6,23,0,0
"2,002",FLORIDA,Mangonia Park,"1,341",594,594,0,4,26,49,79,380,56,0
"2,002",FLORIDA,Marianna,"6,514",341,341,0,1,12,33,89,189,17,0
"2,002",FLORIDA,Mascotte,"2,810",90,90,0,0,1,14,15,58,2,0
"2,002",FLORIDA,Medley,"1,148",231,231,0,1,1,8,18,118,85,0
"2,002",FLORIDA,Melbourne Beach,"3,488",62,62,0,0,1,7,21,28,5,0
"2,002",FLORIDA,Melbourne Village,738,14,14,0,0,0,0,0,13,1,0
"2,002",FLORIDA,Mexico Beach,"1,064",56,56,0,0,0,4,10,39,3,0
"2,002",FLORIDA,Micanopy,683,32,32,0,0,0,4,14,11,3,0
"2,002",FLORIDA,Milton,"7,367",380,381,0,7,4,35,54,266,14,1
"2,002",FLORIDA,Monticello,"2,649",102,103,0,0,5,15,33,45,4,1
"2,002",FLORIDA,Mount Dora,"9,848",671,679,3,7,14,62,133,409,43,8
"2,002",FLORIDA,Mulberry,"3,378",206,206,0,2,4,26,53,112,9,0
"2,002",FLORIDA,Neptune Beach,"7,603",242,242,0,1,2,12,28,186,13,0
"2,002",FLORIDA,Newberry,"3,468",230,230,0,1,6,35,63,112,13,0
"2,002",FLORIDA,North Bay Village,"7,041",299,300,0,2,6,21,47,187,36,1
"2,002",FLORIDA,North Redington Beach,"1,541",34,34,0,0,2,1,10,19,2,0
"2,002",FLORIDA,Oak Hill,"1,441",60,60,0,0,0,14,14,21,11,0
"2,002",FLORIDA,Oakland,979,44,44,0,0,0,9,12,19,4,0
"2,002",FLORIDA,Ocean Ridge,"1,711",55,55,0,0,0,0,7,42,6,0
"2,002",FLORIDA,Okeechobee,"5,622",410,411,0,1,27,12,54,300,16,1
"2,002",FLORIDA,Orange City,"6,906",687,688,0,0,28,78,85,469,27,1
"2,002",FLORIDA,Orange Park,"9,496",376,377,0,3,9,32,50,254,28,1
"2,002",FLORIDA,Pahokee,"6,258",369,371,0,2,20,53,113,168,13,2
"2,002",FLORIDA,Palm Beach Shores,"1,327",103,103,0,0,1,3,33,54,12,0
"2,002",FLORIDA,Panama City Beach,"8,022","1,035","1,037",0,13,23,94,157,737,11,2
"2,002",FLORIDA,Parker,"4,834",187,187,0,3,0,11,63,91,19,0
"2,002",FLORIDA,Pembroke Park,"6,587",348,348,0,1,12,37,67,168,63,0
"2,002",FLORIDA,Perry,"7,160",514,519,1,3,12,95,156,232,15,5
"2,002",FLORIDA,Ponce Inlet,"2,627",52,52,0,1,0,4,17,27,3,0
"2,002",FLORIDA,Port Richey,"3,159",654,655,0,2,6,33,64,527,22,1
"2,002",FLORIDA,Port St. Joe,"3,810",58,59,0,0,4,20,10,23,1,1
"2,002",FLORIDA,Quincy,"7,301",670,670,1,12,25,85,126,408,13,0
"2,002",FLORIDA,Redington Beaches,"1,610",50,50,0,0,1,2,10,36,1,0
"2,002",FLORIDA,Sanibel,"6,341",127,127,0,0,1,5,24,94,3,0
"2,002",FLORIDA,Sea Ranch Lakes,"1,456",12,12,0,0,0,0,0,10,2,0
"2,002",FLORIDA,Sewall's Point,"2,035",22,22,0,0,0,1,2,18,1,0
"2,002",FLORIDA,Shalimar,751,13,13,0,0,0,0,4,9,0,0
"2,002",FLORIDA,Sneads,"2,007",39,39,0,0,1,7,9,17,5,0
"2,002",FLORIDA,South Bay,"4,035",316,317,0,4,15,78,67,144,8,1
"2,002",FLORIDA,South Palm Beach,731,28,28,0,0,0,0,8,19,1,0
"2,002",FLORIDA,South Pasadena,"6,042",306,306,0,3,10,10,34,237,12,0
"2,002",FLORIDA,Southwest Ranches,"7,204",118,119,0,0,0,6,24,79,9,1
"2,002",FLORIDA,Springfield,"9,213",610,611,0,4,9,98,143,350,6,1
"2,002",FLORIDA,Starke,"5,849",307,307,1,0,0,45,57,178,26,0
"2,002",FLORIDA,St. Augustine Beach,"4,898",254,254,0,1,1,26,46,168,12,0
"2,002",FLORIDA,Surfside,"5,133",224,224,0,0,4,12,70,122,16,0
"2,002",FLORIDA,Tequesta,"5,514",143,145,0,0,0,19,26,88,10,2
"2,002",FLORIDA,Treasure Island,"7,790",309,316,0,3,8,12,46,222,18,7
"2,002",FLORIDA,Trenton,"1,691",162,163,0,1,5,17,33,98,8,1
"2,002",FLORIDA,Umatilla,"2,315",152,153,0,2,0,12,49,83,6,1
"2,002",FLORIDA,Valparaiso,"6,701",90,91,0,0,0,6,19,62,3,1
"2,002",FLORIDA,Virginia Gardens,"2,455",45,45,0,0,0,8,14,19,4,0
"2,002",FLORIDA,Waldo,858,12,12,0,0,1,2,3,5,1,0
"2,002",FLORIDA,Wauchula,"4,568",227,229,0,0,10,15,54,132,16,2
"2,002",FLORIDA,Webster,842,44,44,0,1,1,15,10,13,4,0
"2,002",FLORIDA,Welaka,612,4,4,0,0,0,1,1,2,0,0
"2,002",FLORIDA,West Miami,"6,131",220,221,0,0,9,7,39,154,11,1
"2,002",FLORIDA,White Springs,856,73,75,2,1,1,5,18,41,5,2
"2,002",FLORIDA,Wildwood,"4,103",297,300,0,1,5,46,47,176,22,3
"2,002",FLORIDA,Williston,"2,402",173,173,0,4,4,11,35,109,10,0
"2,002",FLORIDA,Windermere,"1,983",27,27,0,0,0,3,7,11,6,0
"2,002",FLORIDA,Zolfo Springs,"1,716",60,60,1,0,2,12,39,3,3,0
"2,002",,,,,,,,,,,,,
"2,002",,,,,,, ,, ,,,,
"2,002",,,,,,,,,,,,,
"2,002",GEORGIA,Adairsville,"2,658",307,307,0,2,5,5,42,245,8,0
"2,002",GEORGIA,Adrian,606,0,0,0,0,0,0,0,0,0,0
"2,002",GEORGIA,Alapaha,713,1,1,0,0,1,0,0,0,0,0
"2,002",GEORGIA,Alma,"3,384",63,,0,0,1,4,13,42,3,
"2,002",GEORGIA,Aragon,"1,087",82,,0,0,1,9,21,47,4,
"2,002",GEORGIA,Arcade,"1,718",32,,0,0,0,3,11,18,0,
"2,002",GEORGIA,Arlington,"1,675",27,27,0,0,0,0,14,12,1,0
"2,002",GEORGIA,Attapulgus,514,7,7,0,0,0,0,0,6,1,0
"2,002",GEORGIA,Auburn,"7,219",161,163,0,0,2,11,22,117,9,2
"2,002",GEORGIA,Austell,"5,604",295,296,1,1,1,20,62,169,41,1
"2,002",GEORGIA,Ball Ground,764,22,22,0,0,2,0,3,15,2,0
"2,002",GEORGIA,Barnesville,"6,245",173,,0,11,3,41,22,84,12,
"2,002",GEORGIA,Bartow,233,0,0,0,0,0,0,0,0,0,0
"2,002",GEORGIA,Baxley,"4,339",312,312,0,0,7,63,38,186,18,0
"2,002",GEORGIA,Berlin,622,13,13,0,0,0,1,6,6,0,0
"2,002",GEORGIA,Blackshear,"3,433",205,,0,1,2,8,54,137,3,
"2,002",GEORGIA,Blue Ridge,"1,265",47,47,0,0,1,0,2,43,1,0
"2,002",GEORGIA,Blythe,751,6,6,0,0,0,0,2,4,0,0
"2,002",GEORGIA,Boston,"1,482",42,,0,0,0,7,15,12,8,
"2,002",GEORGIA,Bowdon,"2,048",73,73,0,0,0,0,25,47,1,0
"2,002",GEORGIA,Braselton,"1,261",69,,0,0,1,0,5,56,7,
"2,002",GEORGIA,Braswell,84,0,0,0,0,0,0,0,0,0,0
"2,002",GEORGIA,Bremen,"4,788",235,235,0,0,0,8,30,174,23,0
