Year,State,City by state,Population,Crime Index,Modified Crime Index1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson1
"2,002",NORTH CAROLINA,Indian Beach,98,9,9,0,0,0,0,3,5,1,0
"2,002",NORTH CAROLINA,Jonesville,"1,514",154,154,1,0,3,13,42,93,2,0
"2,002",NORTH CAROLINA,Kenansville,"1,187",50,50,0,2,0,4,11,31,2,0
"2,002",NORTH CAROLINA,Kill Devil Hills,"6,096",602,605,0,5,2,26,146,406,17,3
"2,002",NORTH CAROLINA,King,"6,152",262,263,0,1,1,21,33,203,3,1
"2,002",NORTH CAROLINA,Kitty Hawk,"3,091",205,206,0,0,0,4,69,121,11,1
"2,002",NORTH CAROLINA,La Grange,"2,939",147,148,0,1,1,15,50,73,7,1
"2,002",NORTH CAROLINA,Lake Lure,"1,062",53,54,1,0,0,1,24,27,0,1
"2,002",NORTH CAROLINA,Landis,"3,096",103,106,0,0,3,5,17,77,1,3
"2,002",NORTH CAROLINA,Laurel Park,"1,897",10,10,0,0,0,0,4,6,0,0
"2,002",NORTH CAROLINA,Leland,"2,003",287,288,0,3,4,1,118,149,12,1
"2,002",NORTH CAROLINA,Lillington,"3,013",263,263,0,0,8,16,61,165,13,0
"2,002",NORTH CAROLINA,Longview,"4,881",253,256,0,1,3,12,70,149,18,3
"2,002",NORTH CAROLINA,Louisburg,"3,216",255,257,0,0,7,7,82,147,12,2
"2,002",NORTH CAROLINA,Madison,"2,338",110,110,0,1,7,11,28,63,0,0
"2,002",NORTH CAROLINA,Magnolia,963,36,36,1,1,3,2,14,13,2,0
"2,002",NORTH CAROLINA,Maiden,"3,392",108,108,0,0,0,7,17,83,1,0
"2,002",NORTH CAROLINA,Manteo,"1,087",82,83,0,2,2,3,17,55,3,1
"2,002",NORTH CAROLINA,Marion,"5,109",388,391,1,4,7,32,111,218,15,3
"2,002",NORTH CAROLINA,Marshville,"2,439",123,123,1,1,5,10,33,68,5,0
"2,002",NORTH CAROLINA,Mayodan,"2,498",100,100,0,2,5,4,27,61,1,0
"2,002",NORTH CAROLINA,Maysville,"1,036",5,5,0,0,0,0,1,4,0,0
"2,002",NORTH CAROLINA,McAdenville,640,20,20,0,0,0,0,4,15,1,0
"2,002",NORTH CAROLINA,Mebane,"7,529",348,348,0,0,7,4,73,264,0,0
"2,002",NORTH CAROLINA,Mocksville,"4,318",215,216,0,1,2,10,14,181,7,1
"2,002",NORTH CAROLINA,Morehead City,"7,950",627,629,0,11,16,34,100,451,15,2
"2,002",NORTH CAROLINA,Morrisville,"5,383",282,283,0,3,1,5,51,195,27,1
"2,002",NORTH CAROLINA,Mount Airy,"8,769",861,867,1,2,21,63,171,557,46,6
"2,002",NORTH CAROLINA,Mount Holly,"9,941",229,229,0,4,4,19,54,134,14,0
"2,002",NORTH CAROLINA,Mount Olive,"4,721",417,418,0,0,10,47,82,252,26,1
"2,002",NORTH CAROLINA,Murfreesboro,"2,114",153,153,0,0,2,10,28,111,2,0
"2,002",NORTH CAROLINA,Murphy,"1,621",134,134,0,2,1,8,24,92,7,0
"2,002",NORTH CAROLINA,Nashville,"4,454",122,122,0,0,2,10,35,65,10,0
"2,002",NORTH CAROLINA,Newland,728,31,31,0,0,1,0,6,24,0,0
"2,002",NORTH CAROLINA,Newport,"3,461",47,47,0,1,2,2,15,26,1,0
"2,002",NORTH CAROLINA,Norlina,"1,145",25,25,0,0,0,0,8,14,3,0
"2,002",NORTH CAROLINA,North Wilkesboro,"4,254",259,260,0,0,2,6,40,201,10,1
"2,002",NORTH CAROLINA,Norwood,"2,290",74,75,1,1,0,10,12,49,1,1
"2,002",NORTH CAROLINA,Oak Island,"6,792",396,398,0,0,1,27,119,232,17,2
"2,002",NORTH CAROLINA,Ocean Isle Beach,440,133,133,0,0,1,6,54,67,5,0
"2,002",NORTH CAROLINA,Old Fort,996,19,20,0,0,1,2,9,7,0,1
"2,002",NORTH CAROLINA,Oxford,"8,618",669,674,0,8,20,88,216,301,36,5
"2,002",NORTH CAROLINA,Pembroke,"2,480",174,174,0,0,5,15,69,76,9,0
"2,002",NORTH CAROLINA,Pilot Mountain,"1,324",96,96,0,1,1,2,16,71,5,0
"2,002",NORTH CAROLINA,Pinebluff,"1,147",31,32,0,0,0,0,8,23,0,1
"2,002",NORTH CAROLINA,Pine Knoll Shores,"1,576",26,26,0,0,0,0,3,22,1,0
"2,002",NORTH CAROLINA,Pine Level,"1,358",52,52,0,0,0,10,9,31,2,0
"2,002",NORTH CAROLINA,Pinetops,"1,467",73,73,0,0,0,7,20,44,2,0
"2,002",NORTH CAROLINA,Pineville,"3,565",934,936,0,2,19,20,81,776,36,2
"2,002",NORTH CAROLINA,Pittsboro,"2,301",47,47,0,1,4,2,14,22,4,0
"2,002",NORTH CAROLINA,Plymouth,"4,245",262,263,0,1,8,57,33,160,3,1
"2,002",NORTH CAROLINA,Raeford,"3,500",419,421,1,0,24,6,120,260,8,2
"2,002",NORTH CAROLINA,Ramseur,"1,641",106,106,0,1,0,4,18,79,4,0
"2,002",NORTH CAROLINA,Red Springs,"3,610",370,370,0,1,9,5,173,156,26,0
"2,002",NORTH CAROLINA,Richlands,959,7,7,0,0,0,0,4,2,1,0
"2,002",NORTH CAROLINA,River Bend,"3,021",33,33,0,0,0,1,16,15,1,0
"2,002",NORTH CAROLINA,Robbins,"1,235",62,62,0,1,0,1,18,38,4,0
"2,002",NORTH CAROLINA,Robersonville,"1,790",150,150,1,0,2,9,45,88,5,0
"2,002",NORTH CAROLINA,Rockingham,"9,997",817,820,1,3,11,47,158,579,18,3
"2,002",NORTH CAROLINA,Rockwell,"2,037",62,62,0,0,2,3,17,38,2,0
"2,002",NORTH CAROLINA,Rolesville,938,11,12,0,0,0,0,2,9,0,1
"2,002",NORTH CAROLINA,Rose Hill,"1,375",76,79,1,0,2,9,23,36,5,3
"2,002",NORTH CAROLINA,Rowland,"1,184",85,86,0,1,10,3,17,45,9,1
"2,002",NORTH CAROLINA,Roxboro,"8,988",692,695,0,6,17,52,167,422,28,3
"2,002",NORTH CAROLINA,Rutherfordton,"4,270",145,145,0,1,0,2,52,86,4,0
"2,002",NORTH CAROLINA,Saluda,594,11,11,0,0,0,1,1,6,3,0
"2,002",NORTH CAROLINA,Scotland Neck,"2,441",184,185,0,1,7,22,53,99,2,1
"2,002",NORTH CAROLINA,Selma,"6,113",528,530,1,2,26,40,186,246,27,2
"2,002",NORTH CAROLINA,Shallotte,"1,428",132,134,0,1,1,1,49,72,8,2
"2,002",NORTH CAROLINA,Sharpsburg,"2,502",102,102,0,0,3,2,41,45,11,0
"2,002",NORTH CAROLINA,Siler City,"7,201",428,429,0,1,12,21,96,282,16,1
"2,002",NORTH CAROLINA,Southport,"2,430",192,193,0,1,5,9,85,90,2,1
"2,002",NORTH CAROLINA,Sparta,"1,878",29,29,0,0,0,2,8,15,4,0
"2,002",NORTH CAROLINA,Spencer,"3,468",170,170,0,1,2,6,40,109,12,0
"2,002",NORTH CAROLINA,Spindale,"4,157",259,260,0,1,3,22,67,153,13,1
"2,002",NORTH CAROLINA,Spring Hope,"1,304",41,41,0,0,1,4,12,24,0,0
"2,002",NORTH CAROLINA,Spring Lake,"8,371",666,668,0,6,26,28,241,329,36,2
"2,002",NORTH CAROLINA,Stantonsburg,750,36,36,0,0,1,1,9,22,3,0
"2,002",NORTH CAROLINA,St. Pauls,"2,209",110,110,0,0,1,4,22,77,6,0
"2,002",NORTH CAROLINA,Sunset Beach,"1,886",96,96,0,0,1,5,48,40,2,0
"2,002",NORTH CAROLINA,Surf City,"1,440",218,219,0,3,1,11,78,121,4,1
"2,002",NORTH CAROLINA,Sylva,"2,516",232,233,0,0,0,13,80,129,10,1
"2,002",NORTH CAROLINA,Taylorsville,"1,859",132,132,0,1,1,16,37,75,2,0
"2,002",NORTH CAROLINA,Topsail Beach,487,26,29,0,0,0,1,5,17,3,3
"2,002",NORTH CAROLINA,Trent Woods,"4,333",38,38,0,0,0,3,8,26,1,0
"2,002",NORTH CAROLINA,Troutman,"1,646",59,59,0,0,0,3,21,33,2,0
"2,002",NORTH CAROLINA,Troy,"3,546",257,259,2,0,6,8,49,183,9,2
"2,002",NORTH CAROLINA,Valdese,"4,636",88,88,0,0,0,2,27,59,0,0
"2,002",NORTH CAROLINA,Vanceboro,928,22,22,0,0,4,0,7,11,0,0
"2,002",NORTH CAROLINA,Vass,776,34,34,0,0,1,1,10,19,3,0
"2,002",NORTH CAROLINA,Wadesboro,"3,671",436,436,0,5,5,16,142,254,14,0
"2,002",NORTH CAROLINA,Wagram,828,14,14,0,0,0,0,3,11,0,0
"2,002",NORTH CAROLINA,Wallace,"3,456",117,118,0,0,1,3,44,57,12,1
"2,002",NORTH CAROLINA,Warsaw,"3,153",269,270,0,1,8,19,102,128,11,1
"2,002",NORTH CAROLINA,Washington,"9,906",655,659,1,5,27,38,116,440,28,4
"2,002",NORTH CAROLINA,Waxhaw,"2,713",77,77,0,0,1,2,32,39,3,0
"2,002",NORTH CAROLINA,Waynesville,"9,543",298,299,0,3,6,19,92,168,10,1
"2,002",NORTH CAROLINA,Weaverville,"2,497",72,73,0,0,0,5,8,58,1,1
"2,002",NORTH CAROLINA,Weldon,"1,420",144,144,0,1,4,2,44,89,4,0
"2,002",NORTH CAROLINA,Wendell,"4,390",156,156,0,0,1,4,24,120,7,0
"2,002",NORTH CAROLINA,West Jefferson,"1,117",81,81,0,0,0,1,6,72,2,0
"2,002",NORTH CAROLINA,Whispering Pines,"2,161",8,8,0,0,0,1,0,7,0,0
"2,002",NORTH CAROLINA,Whitakers,826,46,46,0,0,0,7,10,24,5,0
"2,002",NORTH CAROLINA,White Lake,546,75,75,0,0,0,6,22,47,0,0
"2,002",NORTH CAROLINA,Whiteville,"5,321",791,792,0,2,22,30,130,558,49,1
"2,002",NORTH CAROLINA,Wilkesboro,"3,266",373,373,1,1,3,13,54,288,13,0
"2,002",NORTH CAROLINA,Williamston,"6,040",501,503,2,8,10,44,118,312,7,2
"2,002",NORTH CAROLINA,Windsor,"2,359",103,104,0,0,3,3,22,73,2,1
"2,002",NORTH CAROLINA,Wingate,"2,487",161,163,0,0,1,9,41,97,13,2
"2,002",NORTH CAROLINA,Winterville,"4,952",183,187,1,1,4,9,32,121,15,4
"2,002",NORTH CAROLINA,Woodfin,"3,269",107,108,0,1,1,8,22,72,3,1
"2,002",NORTH CAROLINA,Woodland,861,36,36,0,0,0,5,19,8,4,0
"2,002",NORTH CAROLINA,Wrightsville Beach,"2,681",199,199,0,0,2,3,48,140,6,0
"2,002",NORTH CAROLINA,Yadkinville,"2,913",138,138,0,1,1,5,26,101,4,0
"2,002",NORTH CAROLINA,Youngsville,673,41,41,0,0,0,12,6,23,0,0
"2,002",NORTH CAROLINA,Zebulon,"4,182",438,441,0,1,14,25,66,310,22,3
"2,002",,,,,,,,,,,,,
"2,002",,,,,,,,,,,,,
"2,002",,,,,,,,,,,,,
"2,002",NORTH DAKOTA,Beulah,"3,112",39,40,0,0,0,0,4,33,2,1
"2,002",NORTH DAKOTA,Bowman,"1,580",33,33,0,0,0,0,5,26,2,0
"2,002",NORTH DAKOTA,Cando,"1,325",7,7,0,0,0,1,3,1,2,0
"2,002",NORTH DAKOTA,Carson,315,8,8,0,0,0,1,5,1,1,0
"2,002",NORTH DAKOTA,Cavalier,"1,517",47,48,0,0,0,1,9,34,3,1
"2,002",NORTH DAKOTA,Devils Lake,"7,131",491,491,1,0,1,11,48,413,17,0
"2,002",NORTH DAKOTA,Elgin,650,2,2,0,0,0,0,1,1,0,0
"2,002",NORTH DAKOTA,Emerado,504,4,4,0,0,0,0,1,2,1,0
"2,002",NORTH DAKOTA,Grafton,"4,459",249,250,0,0,0,3,49,189,8,1
"2,002",NORTH DAKOTA,Linton,"1,304",6,6,0,0,1,0,1,3,1,0
"2,002",NORTH DAKOTA,Northwood,947,11,11,0,0,0,0,6,5,0,0
"2,002",NORTH DAKOTA,Oakes,"1,954",6,6,0,0,0,1,1,2,2,0
"2,002",NORTH DAKOTA,Rugby,"2,902",30,30,0,1,0,0,2,25,2,0
"2,002",NORTH DAKOTA,Steele,751,9,9,0,1,0,0,2,6,0,0
"2,002",NORTH DAKOTA,Valley City,"6,740",70,70,0,1,0,3,9,53,4,0
"2,002",NORTH DAKOTA,Wahpeton,"8,477",259,259,0,0,0,6,17,230,6,0
"2,002",NORTH DAKOTA,Watford City,"1,417",16,16,0,0,0,0,4,11,1,0
"2,002",,,,,,,,,,,,,
"2,002",,,,,,,,,,,,,
"2,002",,,,,,,,,,,,,
"2,002",OHIO,Arcanum,"2,089",22,22,0,1,0,0,7,14,0,0
"2,002",OHIO,Archbold,"4,316",50,50,0,0,0,1,15,31,3,0
"2,002",OHIO,Bellaire,"4,922",190,192,0,0,1,2,21,161,5,2
"2,002",OHIO,Bellbrook,"7,051",83,83,0,0,1,0,10,68,4,0
"2,002",OHIO,Bellville,"1,784",52,52,0,0,0,0,4,44,4,0
"2,002",OHIO,Belpre,"6,699",111,114,0,1,2,9,19,73,7,3
"2,002",OHIO,Blanchester,"4,246",159,159,0,5,2,17,13,118,4,0
"2,002",OHIO,Bolivar,899,14,14,0,0,0,0,3,10,1,0
"2,002",OHIO,Bradford,"1,870",3,3,0,0,0,1,1,1,0,0
"2,002",OHIO,Brooklyn Heights,"1,567",41,41,0,0,0,0,1,38,2,0
"2,002",OHIO,Brookville,"5,321",178,179,0,4,1,3,34,114,22,1
"2,002",OHIO,Cadiz,"3,328",31,32,1,0,0,0,13,16,1,1
"2,002",OHIO,Canal Fulton,"5,091",117,117,0,0,1,13,13,81,9,0
"2,002",OHIO,Carlisle,"5,152",89,92,0,1,3,0,16,66,3,3
"2,002",OHIO,Chardon,"5,187",83,83,0,0,0,0,6,76,1,0
"2,002",OHIO,Clearcreek Township,"8,769",74,74,0,0,0,1,19,41,13,0
"2,002",OHIO,Cleves,"2,807",127,129,0,1,1,20,11,94,0,2
"2,002",OHIO,Clinton Township,"4,314",612,614,4,4,28,13,68,431,64,2
"2,002",OHIO,Coitsville Township,"1,615",77,77,0,0,2,1,16,45,13,0
"2,002",OHIO,Coldwater,"4,508",79,79,0,0,1,0,30,45,3,0
"2,002",OHIO,Covington,"2,574",62,65,0,0,0,0,2,56,4,3
"2,002",OHIO,Dalton,"1,614",14,14,0,0,0,2,4,8,0,0
"2,002",OHIO,Deer Park,"6,018",171,172,0,1,1,4,23,134,8,1
"2,002",OHIO,Dennison,"3,010",5,5,0,1,0,1,2,0,1,0
"2,002",OHIO,East Canton,"1,639",15,15,0,0,0,0,1,14,0,0
"2,002",OHIO,East Palestine,"4,947",174,175,0,0,1,1,30,142,0,1
"2,002",OHIO,Eaton,"8,182",429,429,0,0,1,5,62,352,9,0
"2,002",OHIO,Fairfax,"1,949",78,78,0,0,3,3,7,55,10,0
"2,002",OHIO,Fairlawn,"7,351",425,426,0,0,6,0,15,390,14,1
"2,002",OHIO,Fayette,"1,348",55,58,0,0,0,0,12,43,0,3
"2,002",OHIO,Fort Shawnee,"3,878",50,51,0,1,3,4,9,31,2,1
"2,002",OHIO,Fredericktown,"2,443",45,45,0,2,1,0,11,31,0,0
"2,002",OHIO,Gates Mills,"2,508",19,19,0,1,0,0,0,18,0,0
"2,002",OHIO,Germantown,"4,914",110,111,0,1,2,1,20,79,7,1
"2,002",OHIO,German Township (Montgomery County),"2,705",69,69,0,0,0,3,17,39,10,0
"2,002",OHIO,Gibsonburg,"2,521",85,85,0,3,1,0,5,75,1,0
"2,002",OHIO,Glendale,"2,201",28,28,0,0,1,4,4,18,1,0
"2,002",OHIO,Golf Manor,"4,023",130,131,0,1,11,17,16,57,28,1
"2,002",OHIO,Grandview Heights,"6,736",231,231,0,0,5,10,79,133,4,0
"2,002",OHIO,Granville,"3,186",48,50,0,0,0,0,7,40,1,2
"2,002",OHIO,Greenfield2,"4,936",,,1,2,3,,67,435,21,0
"2,002",OHIO,Hartville,"2,187",65,66,0,0,3,4,9,45,4,1
"2,002",OHIO,Hebron,"2,047",80,80,0,0,0,0,10,67,3,0
"2,002",OHIO,Hicksville,"3,671",191,191,0,0,0,0,25,162,4,0
"2,002",OHIO,Highland Heights,"8,130",49,49,0,0,1,1,2,41,4,0
"2,002",OHIO,Holland,"1,314",94,95,0,0,1,2,10,79,2,1
"2,002",OHIO,Hubbard,"8,334",229,234,0,4,1,2,46,162,14,5
"2,002",OHIO,Hunting Valley,739,1,1,0,0,0,1,0,0,0,0
"2,002",OHIO,Huron,"8,006",148,148,0,4,0,0,26,112,6,0
"2,002",OHIO,Independence,"7,152",51,51,0,0,0,2,3,33,13,0
"2,002",OHIO,Indian Hill,"5,942",48,50,0,0,0,0,14,34,0,2
"2,002",OHIO,Jefferson,"3,594",86,86,0,1,0,1,6,74,4,0
"2,002",OHIO,Kirtland,"6,710",82,82,0,3,0,3,17,56,3,0
"2,002",OHIO,Kirtland Hills,601,7,7,0,0,0,0,0,7,0,0
"2,002",OHIO,Lakemore,"2,576",124,126,0,0,0,8,20,93,3,2
"2,002",OHIO,Lake Township,"7,837",391,392,0,1,6,7,39,323,15,1
"2,002",OHIO,Lawrence Township,"8,352",95,95,0,0,0,7,20,66,2,0
"2,002",OHIO,Lexington,"4,190",102,102,0,1,1,0,21,79,0,0
"2,002",OHIO,Lockland,"3,729",161,163,0,1,10,5,36,90,19,2
"2,002",OHIO,Logan,"6,745",427,427,0,3,1,3,63,337,20,0
"2,002",OHIO,London,"8,823",358,363,0,2,8,5,73,243,27,5
"2,002",OHIO,Lordstown,"3,655",49,49,0,0,0,0,13,35,1,0
"2,002",OHIO,Louisville,"8,958",60,60,0,0,0,1,6,53,0,0
"2,002",OHIO,Madeira,"8,977",90,91,0,1,1,1,13,71,3,1
"2,002",OHIO,Magnolia,937,88,90,0,0,0,2,27,49,10,2
"2,002",OHIO,Mariemont,"3,428",74,74,0,0,1,1,3,64,5,0
"2,002",OHIO,Mayfield Village,"3,456",25,25,0,0,0,0,7,15,3,0
"2,002",OHIO,Mechanicsburg,"1,755",24,25,0,6,0,0,0,18,0,1
"2,002",OHIO,Middlefield,"2,246",55,56,0,0,0,2,2,46,5,1
"2,002",OHIO,Milford,"6,321",149,161,0,0,4,3,15,121,6,12
"2,002",OHIO,Milton Township,"2,864",81,84,0,1,0,5,24,44,7,3
"2,002",OHIO,Minerva,"3,958",187,188,0,1,2,11,32,130,11,1
"2,002",OHIO,Mingo Junction,"3,653",82,82,0,0,1,16,17,43,5,0
"2,002",OHIO,Mogadore,"3,917",65,65,0,0,1,0,18,45,1,0
"2,002",OHIO,Monroe,"9,527",627,627,0,7,4,37,89,468,22,0
"2,002",OHIO,Montpelier,"4,346",87,90,0,1,0,3,29,50,4,3
"2,002",OHIO,Montville Township,"5,435",40,40,0,0,1,4,6,25,4,0
"2,002",OHIO,Moraine,"6,938",618,623,1,4,9,10,90,445,59,5
"2,002",OHIO,Mount Gilead,"3,310",61,61,0,0,3,0,14,42,2,0
"2,002",OHIO,Mount Healthy,"7,192",332,333,2,4,11,9,48,239,19,1
"2,002",OHIO,Mount Sterling,"1,876",61,61,0,1,0,11,7,39,3,0
"2,002",OHIO,Munroe Falls,"5,346",88,88,0,1,1,0,27,58,1,0
"2,002",OHIO,Nelsonville,"5,262",279,280,0,0,3,45,46,177,8,1
"2,002",OHIO,New Albany,"3,733",190,190,0,0,0,13,12,163,2,0
"2,002",OHIO,Newcomerstown,"4,032",109,109,0,0,1,6,15,82,5,0
"2,002",OHIO,New Lexington,"4,717",143,143,0,3,1,3,29,92,15,0
"2,002",OHIO,New Middletown,"1,692",20,20,0,0,0,2,10,6,2,0
"2,002",OHIO,Newton Falls,"5,032",129,129,0,0,2,1,17,100,9,0
"2,002",OHIO,Newtown,"2,435",86,86,0,1,2,3,21,54,5,0
"2,002",OHIO,North Baltimore,"3,381",32,32,0,0,0,3,2,25,2,0
"2,002",OHIO,Northwood,"5,504",396,397,0,2,6,6,55,310,17,1
"2,002",OHIO,Olmsted Falls,"8,010",124,125,0,1,0,4,14,101,4,1
"2,002",OHIO,Ontario,"5,335",600,600,0,0,5,1,30,548,16,0
"2,002",OHIO,Orrville,"8,603",227,229,0,3,0,6,38,177,3,2
"2,002",OHIO,Ottawa Hills,"4,592",61,61,0,0,0,0,8,46,7,0
"2,002",OHIO,Port Clinton,"6,430",348,348,0,2,1,2,56,272,15,0
"2,002",OHIO,Powell,"6,284",80,80,0,0,0,1,9,67,3,0
"2,002",OHIO,Rittman,"6,352",139,140,0,0,0,3,35,91,10,1
"2,002",OHIO,Rossford,"6,445",266,268,0,1,3,2,41,207,12,2
"2,002",OHIO,Sebring,"4,942",184,184,0,0,0,4,21,153,6,0
"2,002",OHIO,Shadyside,"3,697",49,49,0,0,0,8,6,32,3,0
"2,002",OHIO,Shawnee Township,"8,398",146,146,0,0,1,3,32,104,6,0
"2,002",OHIO,Sheffield Lake,"9,427",208,211,0,0,3,6,24,163,12,3
"2,002",OHIO,Shelby,"9,880",524,525,0,9,1,4,72,429,9,1
"2,002",OHIO,Silverton,"5,209",240,243,0,0,5,2,59,135,39,3
"2,002",OHIO,Smith Township,"4,942",87,87,0,1,2,0,13,56,15,0
"2,002",OHIO,South Russell,"4,046",35,35,0,0,0,3,4,28,0,0
"2,002",OHIO,South Solon,407,1,1,0,0,0,0,1,0,0,0
"2,002",OHIO,Spencerville,"2,248",28,28,0,0,0,0,5,19,4,0
"2,002",OHIO,St. Bernard,"4,954",181,181,0,0,10,18,15,120,18,0
"2,002",OHIO,Strasburg,"2,323",42,43,0,0,1,0,9,31,1,1
"2,002",OHIO,Sugarcreek,"2,187",14,14,0,0,0,0,2,12,0,0
"2,002",OHIO,Sugarcreek Township,"6,659",144,144,0,0,5,0,5,129,5,0
"2,002",OHIO,Sunbury,"2,645",74,74,0,1,0,2,19,50,2,0
"2,002",OHIO,Swanton,"3,327",167,167,0,0,0,22,10,127,8,0
"2,002",OHIO,Tipp City,"9,277",258,263,0,4,0,3,68,171,12,5
"2,002",OHIO,Toronto,"5,710",100,100,0,1,1,7,14,75,2,0
"2,002",OHIO,Trenton,"8,798",273,274,0,0,1,11,31,205,25,1
"2,002",OHIO,Uhrichsville,"5,696",169,170,0,6,3,4,40,109,7,1
"2,002",OHIO,Uniontown,"2,819",72,73,0,0,1,0,21,50,0,1
"2,002",OHIO,Upper Sandusky,"6,572",232,232,0,0,0,0,22,209,1,0
"2,002",OHIO,Waite Hill,448,1,1,0,0,0,0,0,1,0,0
"2,002",OHIO,Walbridge,"2,561",73,73,0,1,0,4,2,60,6,0
"2,002",OHIO,Walton Hills,"2,415",39,39,0,0,0,1,8,25,5,0
"2,002",OHIO,Warren Township,"7,853",362,362,1,0,2,62,87,183,27,0
"2,002",OHIO,Waterville Township,"4,655",21,23,0,0,0,1,12,7,1,2
"2,002",OHIO,Waverly,"4,459",245,245,0,0,0,0,13,224,8,0
"2,002",OHIO,Wellston,"6,115",236,236,0,0,1,10,45,173,7,0
"2,002",OHIO,Wellsville,"4,157",108,108,1,2,3,37,13,31,21,0
"2,002",OHIO,West Jefferson,"4,357",151,151,0,2,2,1,33,101,12,0
"2,002",OHIO,Willard,"6,847",495,498,0,1,1,4,47,420,22,3
"2,002",OHIO,Windham,"2,823",157,160,0,4,0,5,34,105,9,3
"2,002",OHIO,Wintersville,"4,091",100,100,0,0,0,0,11,86,3,0
"2,002",OHIO,Woodlawn,"2,833",208,211,0,1,5,7,31,150,14,3
"2,002",OHIO,Wyoming,"8,311",95,95,0,0,3,1,17,65,9,0
"2,002",OHIO,Yellow Springs,"3,783",177,177,0,1,0,3,11,156,6,0
"2,002",,,,,,,,,,,,,
"2,002",,,,,,,,,,,,,
"2,002",,,,,,,,,,,,,
"2,002",OKLAHOMA,Agra,360,4,4,0,0,0,0,1,3,0,0
"2,002",OKLAHOMA,Alva,"5,354",85,86,0,0,0,11,23,51,0,1
"2,002",OKLAHOMA,Anadarko,"6,727",323,349,0,4,1,42,70,183,23,26
"2,002",OKLAHOMA,Antlers,"2,584",196,199,0,2,0,18,95,75,6,3
"2,002",OKLAHOMA,Apache,"1,636",56,56,0,1,0,4,15,27,9,0
"2,002",OKLAHOMA,Arkoma,"2,207",42,42,0,0,0,6,13,19,4,0
"2,002",OKLAHOMA,Atoka,"3,025",236,237,0,0,2,36,66,123,9,1
"2,002",OKLAHOMA,Barnsdall,"1,341",36,38,0,0,0,3,7,25,1,2
"2,002",OKLAHOMA,Beaver,"1,590",35,36,0,0,0,2,6,25,2,1
"2,002",OKLAHOMA,Beggs,"1,381",47,47,0,0,0,3,6,31,7,0
"2,002",OKLAHOMA,Blackwell,"7,764",382,384,0,3,2,19,76,265,17,2
"2,002",OKLAHOMA,Blanchard,"2,851",77,79,0,0,1,21,14,36,5,2
"2,002",OKLAHOMA,Boise City,"1,501",9,9,0,0,0,3,2,2,2,0
"2,002",OKLAHOMA,Bokoshe,455,9,9,0,0,0,3,0,2,4,0
"2,002",OKLAHOMA,Bristow,"4,379",306,306,1,3,1,14,72,188,27,0
"2,002",OKLAHOMA,Broken Bow,"4,283",314,318,0,3,2,19,59,216,15,4
"2,002",OKLAHOMA,Buffalo,"1,215",28,29,0,0,0,5,12,11,0,1
"2,002",OKLAHOMA,Caddo,956,17,17,0,0,0,1,6,10,0,0
"2,002",OKLAHOMA,Calera,"1,761",64,65,0,4,0,11,9,37,3,1
"2,002",OKLAHOMA,Carnegie,"1,657",48,49,0,0,0,5,19,22,2,1
"2,002",OKLAHOMA,Catoosa,"5,517",192,192,1,3,3,11,44,105,25,0
"2,002",OKLAHOMA,Chandler,"2,878",175,178,0,2,1,15,60,92,5,3
"2,002",OKLAHOMA,Checotah,"3,524",205,206,0,1,0,20,24,149,11,1
"2,002",OKLAHOMA,Chelsea,"2,163",86,86,0,4,0,4,11,58,9,0
"2,002",OKLAHOMA,Cherokee,"1,650",20,20,0,0,0,6,10,4,0,0
"2,002",OKLAHOMA,Choctaw,"9,494",206,206,0,1,0,15,56,125,9,0
"2,002",OKLAHOMA,Chouteau,"1,956",162,163,0,1,1,6,22,128,4,1
"2,002",OKLAHOMA,Clayton,728,29,29,0,0,0,8,7,12,2,0
"2,002",OKLAHOMA,Cleveland,"3,323",158,158,0,3,2,8,27,113,5,0
"2,002",OKLAHOMA,Clinton,"8,943",289,291,1,5,9,14,74,172,14,2
"2,002",OKLAHOMA,Coalgate,"2,030",56,58,0,0,0,20,12,22,2,2
"2,002",OKLAHOMA,Colbert,"1,078",19,19,0,0,0,5,5,7,2,0
"2,002",OKLAHOMA,Collinsville,"4,128",111,111,0,0,1,7,40,54,9,0
"2,002",OKLAHOMA,Comanche,"1,576",39,40,0,3,0,8,5,21,2,1
"2,002",OKLAHOMA,Commerce,"2,679",64,66,0,0,0,2,14,44,4,2
"2,002",OKLAHOMA,Cordell,"2,895",54,54,0,0,0,16,5,31,2,0
"2,002",OKLAHOMA,Coweta,"7,228",210,211,0,0,1,5,47,146,11,1
"2,002",OKLAHOMA,Crescent,"1,297",32,32,0,0,0,6,5,15,6,0
"2,002",OKLAHOMA,Cushing,"8,476",427,428,0,1,3,23,122,257,21,1
"2,002",OKLAHOMA,Davis,"2,642",86,87,0,0,0,7,16,59,4,1
"2,002",OKLAHOMA,Dewey,"3,218",153,154,0,1,2,13,33,100,4,1
"2,002",OKLAHOMA,Drumright,"2,941",134,134,0,1,0,21,28,77,7,0
"2,002",OKLAHOMA,Erick,"1,036",24,24,0,0,0,0,11,11,2,0
"2,002",OKLAHOMA,Eufaula,"2,671",184,188,0,1,0,19,30,121,13,4
"2,002",OKLAHOMA,Fairfax,"1,575",38,38,0,2,0,2,10,24,0,0
