,State,City,Year,total_crime,crime_per_person,crime_change
,Minnesota,St. Cloud,2015.00,3507.00,0.05,0.01
,Mississippi,Hattiesburg,2015.00,3118.00,0.07,0.01
,Mississippi,Jackson,2015.00,10192.00,0.06,-0.01
,Missouri,Cape Girardeau,2015.00,2159.00,0.05,0.00
,Missouri,Columbia,2015.00,4235.00,0.04,0.00
,Missouri,Jefferson City,2015.00,1540.00,0.04,0.00
,Missouri,Joplin,2015.00,3826.00,0.07,-0.01
,Missouri,Kansas City,2015.00,27733.00,0.06,0.00
,Missouri,Springfield,2015.00,15269.00,0.09,0.00
,Missouri,St. Joseph,2015.00,4931.00,0.06,0.00
,Missouri,St. Louis,2015.00,25790.00,0.08,0.00
,Montana,Billings,2015.00,5660.00,0.05,0.00
,Montana,Great Falls,2015.00,2819.00,0.05,0.00
,Nebraska,Grand Island,2015.00,1618.00,0.03,-0.01
,Nebraska,Lincoln,2015.00,10058.00,0.04,0.00
,Nevada,Reno,2015.00,8950.00,0.04,0.00
,New Jersey,Ocean City,2015.00,485.00,0.04,0.00
,New Jersey,Trenton,2015.00,3048.00,0.04,0.00
,New Mexico,Albuquerque,2015.00,39399.00,0.07,0.01
,New Mexico,Farmington,2015.00,1875.00,0.04,0.00
,New Mexico,Las Cruces,2015.00,5333.00,0.05,0.00
,New Mexico,Santa Fe,2015.00,3422.00,0.05,0.00
,New York,Binghamton,2015.00,2402.00,0.05,0.00
,New York,Elmira,2015.00,956.00,0.03,0.00
,New York,Glens Falls,2015.00,271.00,0.02,-0.01
,New York,Ithaca,2015.00,0.00,NA,NA
,New York,Kingston,2015.00,731.00,0.03,0.00
,New York,Rochester,2015.00,10105.00,0.05,0.00
,New York,Syracuse,2015.00,6229.00,0.04,0.00
,North Carolina,Asheville,2015.00,4827.00,0.05,0.00
,North Carolina,Burlington,2015.00,2256.00,0.04,0.00
,North Carolina,Fayetteville,2015.00,0.00,NA,NA
,North Carolina,Goldsboro,2015.00,2709.00,0.08,0.01
,North Carolina,New Bern,2015.00,1243.00,0.04,0.00
,North Carolina,Raleigh,2015.00,0.00,NA,NA
,North Carolina,Rocky Mount,2015.00,2768.00,0.05,-0.01
,North Carolina,Wilmington,2015.00,6050.00,0.05,0.00
,North Dakota,Bismarck,2015.00,1028.00,0.01,-0.01
,North Dakota,Fargo,2015.00,3936.00,0.03,0.00
,North Dakota,Grand Forks,2015.00,1819.00,0.03,0.00
,Ohio,Akron,2015.00,9195.00,0.05,-0.01
,Ohio,Cincinnati,2015.00,19207.00,0.06,0.00
,Ohio,Columbus,2015.00,37984.00,0.04,0.00
,Ohio,Dayton,2015.00,8414.00,0.06,0.00
,Ohio,Lima,2015.00,2513.00,0.07,0.01
,Ohio,Mansfield,2015.00,2898.00,0.06,-0.01
,Ohio,Springfield,2015.00,4054.00,0.07,-0.01
,Ohio,Toledo,2015.00,15666.00,0.06,0.05
,Oklahoma,Enid,2015.00,2040.00,0.04,0.00
,Oklahoma,Lawton,2015.00,5362.00,0.06,0.00
,Oklahoma,Oklahoma City,2015.00,29776.00,0.05,0.00
,Oklahoma,Tulsa,2015.00,24520.00,0.06,0.00
,Oregon,Albany,2015.00,1767.00,0.03,0.00
,Oregon,Corvallis,2015.00,1615.00,0.03,0.00
,Oregon,Eugene,2015.00,6772.00,0.04,NA
,Oregon,Medford,2015.00,5252.00,0.07,0.00
,Oregon,Salem,2015.00,7204.00,0.04,0.00
,Pennsylvania,Altoona,2015.00,1031.00,0.02,0.00
,Pennsylvania,Erie,2015.00,2929.00,0.03,0.00
,Pennsylvania,Gettysburg,2015.00,124.00,0.02,0.00
,Pennsylvania,Johnstown,2015.00,796.00,0.04,-0.01
,Pennsylvania,Lancaster,2015.00,2640.00,0.04,0.00
,Pennsylvania,Lebanon,2015.00,751.00,0.03,0.00
,Pennsylvania,Pittsburgh,2015.00,12062.00,0.04,0.00
,Pennsylvania,Reading,2015.00,3251.00,0.04,0.00
,Pennsylvania,State College,2015.00,667.00,0.01,0.00
,Pennsylvania,Williamsport,2015.00,1028.00,0.04,0.00
,South Carolina,Columbia,2015.00,8262.00,0.06,0.00
,South Carolina,Florence,2015.00,3230.00,0.08,0.00
,South Carolina,Spartanburg,2015.00,2763.00,0.07,0.00
,South Carolina,Sumter,2015.00,2162.00,0.05,0.00
,South Dakota,Rapid City,2015.00,3364.00,0.05,0.00
,South Dakota,Sioux Falls,2015.00,6504.00,0.04,0.00
,Tennessee,Chattanooga,2015.00,12087.00,0.07,0.00
,Tennessee,Clarksville,2015.00,5168.00,0.03,0.00
,Tennessee,Cleveland,2015.00,3017.00,0.07,0.00
,Tennessee,Jackson,2015.00,3752.00,0.06,0.00
,Tennessee,Johnson City,2015.00,2695.00,0.04,0.00
,Tennessee,Knoxville,2015.00,12863.00,0.07,0.00
,Tennessee,Memphis,2015.00,48496.00,0.07,0.00
,Tennessee,Morristown,2015.00,1759.00,0.06,0.00
,Texas,Abilene,2015.00,5967.00,0.05,0.00
,Texas,Amarillo,2015.00,10547.00,0.05,0.00
,Texas,Corpus Christi,2015.00,13332.00,0.04,-0.01
,Texas,El Paso,2015.00,15648.00,0.02,0.00
,Texas,Laredo,2015.00,9611.00,0.04,0.00
,Texas,Longview,2015.00,4485.00,0.05,0.02
,Texas,Lubbock,2015.00,14769.00,0.06,0.01
,Texas,Midland,2015.00,3800.00,0.03,0.00
,Texas,Odessa,2015.00,5769.00,0.05,0.00
,Texas,San Angelo,2015.00,4443.00,0.04,0.00
,Texas,Texarkana,2015.00,2188.00,0.06,-0.01
,Texas,Tyler,2015.00,4481.00,0.04,NA
,Texas,Victoria,2015.00,2586.00,0.04,0.00
,Texas,Waco,2015.00,5608.00,0.04,0.00
,Texas,Wichita Falls,2015.00,4227.00,0.04,0.00
,Utah,Logan,2015.00,949.00,0.02,NA
,Utah,Salt Lake City,2015.00,19556.00,0.10,0.01
,Utah,St. George,2015.00,1514.00,0.02,0.00
,Virginia,Charlottesville,2015.00,1332.00,0.03,-0.01
,Virginia,Harrisonburg,2015.00,1357.00,0.03,0.00
,Virginia,Lynchburg,2015.00,1979.00,0.02,-0.01
,Virginia,Richmond,2015.00,9787.00,0.04,0.00
,Virginia,Roanoke,2015.00,4153.00,0.04,0.00
,Virginia,Winchester,2015.00,1107.00,0.04,0.00
,Washington,Bellingham,2015.00,4281.00,0.05,-0.01
,Washington,Longview,2015.00,2038.00,0.06,-0.01
,Washington,Walla Walla,2015.00,1701.00,0.05,0.00
,Washington,Wenatchee,2015.00,1206.00,0.04,0.00
,Washington,Yakima,2015.00,5605.00,0.06,0.01
,West Virginia,Beckley,2015.00,1621.00,0.09,0.01
,West Virginia,Morgantown,2015.00,756.00,0.02,0.00
,Wisconsin,Appleton,2015.00,1443.00,0.02,0.00
,Wisconsin,Eau Claire,2015.00,1842.00,0.03,0.00
,Wisconsin,Fond du Lac,2015.00,1160.00,0.03,0.00
,Wisconsin,Green Bay,2015.00,2702.00,0.03,0.00
,Wisconsin,Madison,2015.00,7798.00,0.03,0.00
,Wisconsin,Racine,2015.00,2762.00,0.04,0.00
,Wisconsin,Wausau,2015.00,871.00,0.02,0.00
,Wyoming,Casper,2015.00,1755.00,0.03,0.00
,Wyoming,Cheyenne,2015.00,2161.00,0.03,0.00
,Alabama,Mobile,2015.00,12323.00,0.05,0.00
,Louisiana,Baton Rouge,2015.00,12244.00,0.05,0.00
,Montana,Missoula,2015.00,3539.00,0.05,0.01
,North Carolina,Jacksonville,2015.00,1812.00,0.03,NA
,Oregon,Grants Pass,2015.00,2112.00,0.06,NA
,West Virginia,Charleston,2015.00,3934.00,0.08,0.00
,Wisconsin,Sheboygan,2015.00,1309.00,0.03,0.00
,North Carolina,Greenville,2015.00,3817.00,0.04,0.00
,West Virginia,Wheeling,2015.00,822.00,0.03,0.00
